,Datetime,Text,clean_text,label
8880,2022-08-20 12:27:11+00:00,kasus pertama cacar monyet di jkt?????,kasus pertama cacar monyet jkt,neutral
8881,2022-08-20 12:26:46+00:00,ini cacar monyet jangan sampe bikin dalgona lagi ye dah cukup berat idup w sekarang 😡,ini cacar monyet jangan sampe bikin dalgona lagi dah cukup berat idup sekarang,neutral
8882,2022-08-20 12:26:24+00:00,"Kalo ada cacar monyet
Semoga gue ga jadi perjadin ke luar negeri",Kalo ada cacar monyet Semoga gue jadi perjadin luar negeri,neutral
8885,2022-08-20 12:24:11+00:00,@Askrlfess monyet ga pernah keliatan kok bisa2 nyebarin cacar. dasar monyet,monyet pernah keliatan kok bisa2 nyebarin cacar dasar monyet,neutral
8888,2022-08-20 12:22:59+00:00,@iqlima_bm Tahun ini cacar monyet,Tahun ini cacar monyet,neutral
8893,2022-08-20 12:18:39+00:00,Asli dah gua takut bgt dgr kabar cacar monyet udh masuk indo,Asli dah gua takut bgt dgr kabar cacar monyet udh masuk indo,neutral
8895,2022-08-20 12:17:42+00:00,"@reflection_8_ @ProfesorZubairi Mau mencegah cacar monyet, bukan sama obat.. Tapi cegah kelakuan menyimpang dengan aturan, itu baru efektif..

Sumber penyakit masyarakat dikasih ruang, dikasih panggung.. kok masyarakat yang beretika, sehat fisik, mental rohani yg harus dibatasi dan berkorban. Maunya apa??? 😑😑",Mau mencegah cacar monyet bukan sama obat Tapi cegah kelakuan menyimpang dengan aturan itu baru efektif Sumber penyakit masyarakat dikasih ruang dikasih panggung kok masyarakat yang beretika sehat fisik mental rohani harus dibatasi dan berkorban Maunya apa,negative
8896,2022-08-20 12:17:09+00:00,"@ejijijis selama ga jadi endemik di indo, ga mematikan setauku

terus krn bekas cacar monyet ini bikin kulit jd cacat permanen, kayaknya orang2 bakal lebih berhati2 deh
ga se-enteng &amp; segoblok dulu",selama jadi endemik indo mematikan setauku terus krn bekas cacar monyet ini bikin kulit cacat permanen kayaknya orang2 bakal lebih berhati2 deh enteng amp segoblok dulu,neutral
8903,2022-08-20 12:14:24+00:00,"PASTI nih PASTI setelah ada berita cacar monyet bakalan ada si penganut kongspirasi yg bilang ""CACAR MONYET PENGALIHAN ISU SAMBO""",PASTI nih PASTI setelah ada berita cacar monyet bakalan ada penganut kongspirasi bilang CACAR MONYET PENGALIHAN ISU SAMBO,neutral
8904,2022-08-20 12:13:59+00:00,Bisa ga sih itu cacar monyet cuman menjangkiti orang2 yg kelakuannya kyk monyet.... 😞,Bisa sih itu cacar monyet cuman menjangkiti orang2 kelakuannya kyk monyet,neutral
8906,2022-08-20 12:13:47+00:00,@GentongAjaibb @Askrlfess Ehiyaa cacar monyet lg boom di sini,Ehiyaa cacar monyet boom sini,neutral
8907,2022-08-20 12:13:44+00:00,@scorpeeoss Iyaa yg di jatim jg cacar monyet,Iyaa jatim cacar monyet,neutral
8908,2022-08-20 12:13:37+00:00,"TERKINI

Indonesia mengumumkan kes pertama penyakit cacar Monyet

Kes itu ialah seorang lelaki berusia 27 tahun yang tiba dari luar negara maklum Kementerian Kesihatan Indonesia",TERKINI Indonesia mengumumkan kes pertama penyakit cacar Monyet Kes itu ialah seorang lelaki berusia tahun yang tiba dari luar negara maklum Kementerian Kesihatan Indonesia,neutral
8911,2022-08-20 12:13:30+00:00,shm! cacar monyet udah masuk Indo. gimana menurut kalian pergerakan saham kedepan?,shm cacar monyet udah masuk Indo gimana menurut kalian pergerakan saham kedepan,neutral
8912,2022-08-20 12:13:22+00:00,@subienc muka kaya monyet ken cacar monyet,muka kaya monyet ken cacar monyet,neutral
8913,2022-08-20 12:13:07+00:00,@alvinrio_1501 @ProfesorZubairi Vaksin cacar monyet udah ada. Jangan kagetan.,1501 Vaksin cacar monyet udah ada Jangan kagetan,neutral
8914,2022-08-20 12:13:00+00:00,@armpitsenjoyer apa hubungane cacar monyet ama statment itu ya? padahal cacar monyet soko kewan e langsung -_-,apa hubungane cacar monyet ama statment itu padahal cacar monyet soko kewan langsung,neutral
8915,2022-08-20 12:12:37+00:00,@TxtdariHI Cacar monyet tu....monyetnya di mana?,Cacar monyet monyetnya mana,neutral
8916,2022-08-20 12:12:34+00:00,@convomfs mang cacar monyet tu kek mna,mang cacar monyet kek mna,neutral
8918,2022-08-20 12:11:03+00:00,@tanyakanrl kalo cacar monyet penyebarannya lewat apa? kek cacar biasa kah?,kalo cacar monyet penyebarannya lewat apa kek cacar biasa kah,neutral
8920,2022-08-20 12:10:18+00:00,"Kekhawatiran gw soal cacar monyet ini lain:

PMK makin tidak diprioritaskan.",Kekhawatiran soal cacar monyet ini lain PMK makin tidak diprioritaskan,neutral
8922,2022-08-20 12:09:47+00:00,kenapa berita cacar monyet ini muncul pas imun gue lg down sih anjir... kan jd kepikiran,kenapa berita cacar monyet ini muncul pas imun gue down sih anjir kan kepikiran,negative
8924,2022-08-20 12:09:16+00:00,@alpokatmentega awas cacar monyet ka,awas cacar monyet,neutral
8928,2022-08-20 12:08:01+00:00,"@Askrlfess Fyi guys memang cacar monyet ini udah ada kok di indonesia, sudah ada beberapa pasien anak yang sampe di uap. Stay safe ya guys, cuci tangan kalau memang kalian kontak dengan pasien❤️",Fyi guys memang cacar monyet ini udah ada kok indonesia sudah ada beberapa pasien anak yang sampe uap Stay safe guys cuci tangan kalau memang kalian kontak dengan pasien,positive
8930,2022-08-20 12:06:56+00:00,katanya virus cacar monyet hanya menyerang kaum LGBTQ gk bakal kena yg lain 😅 ujar si paling beragama . padahal semua orang juga bisa terdampak 🫣 statment sesat bisa bikin orang lain celaka.,katanya virus cacar monyet hanya menyerang kaum LGBTQ bakal kena lain ujar paling beragama padahal semua orang juga bisa terdampak statment sesat bisa bikin orang lain celaka,neutral
8931,2022-08-20 12:06:21+00:00,cacar monyet tuh bisa nular lewat udara kah kek covid19?,cacar monyet tuh bisa nular lewat udara kah kek covid19,neutral
8933,2022-08-20 12:06:13+00:00,"@rotisokelat Lebih jelek lukanya daripada cacar air biasa, cacar air bisa ilang lukanya, lah cacar monyet tuh gede-gede malah jadi bopeng 😭😭",Lebih jelek lukanya daripada cacar air biasa cacar air bisa ilang lukanya lah cacar monyet tuh gede gede malah jadi bopeng,neutral
8934,2022-08-20 12:05:05+00:00,Menunggu: liputan pengangkatan duta cacar monyet 😌,Menunggu liputan pengangkatan duta cacar monyet,neutral
8935,2022-08-20 12:05:02+00:00,"@levelupies @selenophiland @FAlfrieza @Askrlfess Beda kak, untuk cacar air itu bintik ga sampai mulut dan masih bisa makan. Untuk cacar monyet bintik sampai mulut dan bakal meletus menjadi sariawan kak, bintik2 juga ada di pantat sampai sekitar kemaluan. Sama kok kita kak, aku belum pernah kena cacar sama sekali😁",Beda kak untuk cacar air itu bintik sampai mulut dan masih bisa makan Untuk cacar monyet bintik sampai mulut dan bakal meletus menjadi sariawan kak bintik2 juga ada pantat sampai sekitar kemaluan Sama kok kita kak aku belum pernah kena cacar sama sekali,neutral
8937,2022-08-20 12:04:45+00:00,"Drama aja. Cacar ya cacar, ga ada monyet-monyetan.",Drama aja Cacar cacar ada monyet monyetan,neutral
8938,2022-08-20 12:04:45+00:00,"cacar monyet gak usah nyerang manusia ya, pleaseee",cacar monyet gak usah nyerang manusia pleaseee,neutral
8940,2022-08-20 12:04:31+00:00,@skizeeu snih cacar monyet,snih cacar monyet,neutral
8941,2022-08-20 12:04:13+00:00,@memefess PPCM (Paguyuban Pemuda Cacar Monyet),PPCM Paguyuban Pemuda Cacar Monyet,neutral
8942,2022-08-20 12:04:09+00:00,"Aku sibuk sama konser bujank ku sampe baru tau, kalo cacar monyet udah nyampe indonesia. Udah ada yang kena di jakarta, cowok umur 27 tahun 😔 pliss stay safe. Semoga gak jadi kasus gede kek c word 😭",Aku sibuk sama konser bujank sampe baru tau kalo cacar monyet udah nyampe indonesia Udah ada yang kena jakarta cowok umur tahun pliss stay safe Semoga gak jadi kasus gede kek word,positive
8943,2022-08-20 12:03:38+00:00,"Sampe skrg aku tu kaga tau cacar monyet tu apaan, sakit jdi monyet kah???",Sampe skrg aku kaga tau cacar monyet apaan sakit jdi monyet kah,neutral
8948,2022-08-20 12:03:00+00:00,"@hrdbacot Hai... Gimana kabarnya?
Covid kemarin aman kan? Gak ada yang kena?
Cacar monyet udah masuk Indonesia ya? 
Masih ngumpul2 kondangan gak nih abis ini?",Hai Gimana kabarnya Covid kemarin aman kan Gak ada yang kena Cacar monyet udah masuk Indonesia Masih ngumpul2 kondangan gak nih abis ini,neutral
8949,2022-08-20 12:02:55+00:00,"@convomf Sumpah ga mau, cacar monyet serem BANGET gua parno😭😭😭😭😭😭😭😭😭😭😭",Sumpah mau cacar monyet serem BANGET gua parno,neutral
8950,2022-08-20 12:02:52+00:00,@avisienna cacar monyet,cacar monyet,neutral
8953,2022-08-20 12:02:30+00:00,"Naha cacar monyet cacar monyet, kelakuannya aja udah kaya monyet",Naha cacar monyet cacar monyet kelakuannya aja udah kaya monyet,neutral
8955,2022-08-20 12:02:03+00:00,gweh cacar air aja blum pernah ini cacar monyet apa cok,gweh cacar air aja blum pernah ini cacar monyet apa cok,neutral
8957,2022-08-20 12:01:44+00:00,"Katanya cacar monyet udh terdeteksi di jkt, bacanya aja lngsung OVT",Katanya cacar monyet udh terdeteksi jkt bacanya aja lngsung OVT,neutral
8959,2022-08-20 12:01:22+00:00,@onlymeeyy @selenophiland @FAlfrieza @Askrlfess Cacar monyet ini sama ga sih ka kyk cacar lainnya?? Takut bgt aku soalnya blm pernah kena cacar dan jgn sampe kena deh,Cacar monyet ini sama sih kyk cacar lainnya Takut bgt aku soalnya blm pernah kena cacar dan jgn sampe kena deh,neutral
8960,2022-08-20 12:01:17+00:00,@CNNIndonesia Semoga pandemi covid kemarin di jadikan pelajaran agar cacar monyet bisa di atasi di awal,Semoga pandemi covid kemarin jadikan pelajaran agar cacar monyet bisa atasi awal,neutral
8961,2022-08-20 12:00:15+00:00,jujur dari awal berita monkey pox beredar gue uda nyoba nyari info vaksin cacar air (karna katanya masi cukup efektif buat ngehindarin cacar monyet) tp mahal bgt setan,jujur dari awal berita monkey pox beredar gue uda nyoba nyari info vaksin cacar air karna katanya masi cukup efektif buat ngehindarin cacar monyet mahal bgt setan,negative
8963,2022-08-20 12:00:04+00:00,@Boban_159 @PRFMnews Kan nu beunang cacar monyet ngan lgbt wungkul,159 Kan beunang cacar monyet ngan lgbt wungkul,neutral
8964,2022-08-20 11:58:52+00:00,Ini cacar monyet kapan ada vaksinnya ya...,Ini cacar monyet kapan ada vaksinnya,neutral
8965,2022-08-20 11:58:20+00:00,@catchmeupid Ntar paling disuruh vaksin jilid 5 tentang cacar monyet,Ntar paling disuruh vaksin jilid tentang cacar monyet,neutral
8966,2022-08-20 11:58:18+00:00,@hrdbacot Makany cacar monyet mulai lagi biar duit aman,Makany cacar monyet mulai lagi biar duit aman,neutral
8967,2022-08-20 11:57:55+00:00,cacar monyet dah masuk jkt?🙂,cacar monyet dah masuk jkt,neutral
8968,2022-08-20 11:57:17+00:00,"Bajindullll pake ada cacar monyet di indo, semoga konser tahun ini ga di cancel lagiii 😭",Bajindullll pake ada cacar monyet indo semoga konser tahun ini cancel lagiii,neutral
8970,2022-08-20 11:57:09+00:00,"Data dari Kemenkes bahwa virus cacar monyet bisa menjangkiti semua kalangan usia, terkecuali satu yakni para jomblo soalnya mereka gak punya Cacar.",Data dari Kemenkes bahwa virus cacar monyet bisa menjangkiti semua kalangan usia terkecuali satu yakni para jomblo soalnya mereka gak punya Cacar,neutral
8972,2022-08-20 11:56:37+00:00,"@catchmeupid Wahh ini keknya cacar temen2 gw nih, soalnya temen gw pada kek mounyet. Wait, berarti gw temennya monyet dong?",Wahh ini keknya cacar temen2 nih soalnya temen pada kek mounyet Wait berarti temennya monyet dong,neutral
8973,2022-08-20 11:56:24+00:00,"@tanyakanrl eh bener ga si, klo dulu waktu kecil dah kena cacar, apa bisa kena cacar monyet jg?",bener klo dulu waktu kecil dah kena cacar apa bisa kena cacar monyet,neutral
8975,2022-08-20 11:55:44+00:00,Nyampe juga kasus pertama cacar monyet di indo,Nyampe juga kasus pertama cacar monyet indo,neutral
8976,2022-08-20 11:55:42+00:00,Cacar monyet karena apa 😭,Cacar monyet karena apa,neutral
8977,2022-08-20 11:55:40+00:00,"Udah dikonfirmasi sama Kemenkes, penemuan kasus cacar monyet pertama di Jakarta. Omo, gimana nih GenZi...",Udah dikonfirmasi sama Kemenkes penemuan kasus cacar monyet pertama Jakarta Omo gimana nih GenZi,neutral
8979,2022-08-20 11:55:00+00:00,"Cacar air aja belum pernah kena jangan ngadi"" mau kena monyet, cukup kawan saya banyak yang kaya monyet aja gausa cacar""an 🙏",Cacar air aja belum pernah kena jangan ngadi mau kena monyet cukup kawan saya banyak yang kaya monyet aja gausa cacar,neutral
8981,2022-08-20 11:54:16+00:00,"cacar monyet bgimana dh bentukannya? sama kaya cacar air? gue ketularan tmn cacar air aja udh BEUH, mana yg ditularin sekelas lg waktu itu😤",cacar monyet bgimana bentukannya sama kaya cacar air gue ketularan tmn cacar air aja udh BEUH mana ditularin sekelas waktu itu,neutral
8983,2022-08-20 11:53:42+00:00,Bukannya cacar monyet itu hanya menyebar melalui hubungan iykwim ? Kalo kita kita yg gapernah ini ga akan kena kan???,Bukannya cacar monyet itu hanya menyebar melalui hubungan iykwim Kalo kita kita gapernah ini akan kena kan,neutral
8984,2022-08-20 11:53:23+00:00,@Askrlfess Kalau kena cacar monyet  nanti jadi monyet ?,Kalau kena cacar monyet nanti jadi monyet,neutral
8986,2022-08-20 11:53:14+00:00,"@tanyakanrl cacar monyet ini kalo abis kena, ntar auto jadi monyet kh? kalo iya, temen gw berarti pernah kena juga",cacar monyet ini kalo abis kena ntar auto jadi monyet kalo iya temen berarti pernah kena juga,neutral
8988,2022-08-20 11:52:45+00:00,ga kebayang cacar monyet,kebayang cacar monyet,neutral
8989,2022-08-20 11:52:14+00:00,"cacar monyet beda ya sama pacar yang kelakuannya kayak monyet?

lho~",cacar monyet beda sama pacar yang kelakuannya kayak monyet lho,neutral
8990,2022-08-20 11:51:42+00:00,ya allah cacar monyet bnrn..,allah cacar monyet bnrn,neutral
8991,2022-08-20 11:51:10+00:00,@convomf cacar monyet yang gmna sih? Cacar nya bentuk monyet?,cacar monyet yang gmna sih Cacar nya bentuk monyet,neutral
8993,2022-08-20 11:50:37+00:00,@catchmeupid Ini cacar monyet..kalau terinveksi nanti garuk2 kek monyet apa gmn???,Ini cacar monyet kalau terinveksi nanti garuk2 kek monyet apa gmn,neutral
8994,2022-08-20 11:50:32+00:00,Shit cacar monyet,Shit cacar monyet,negative
8996,2022-08-20 11:50:07+00:00,Bengong sendiri denger nyokap ngoceh cacar monyet karena LGBT,Bengong sendiri denger nyokap ngoceh cacar monyet karena LGBT,neutral
8999,2022-08-20 11:49:35+00:00,"@whoisgalathea ohhhh iya tau cacar monyet, adada aja deh",ohhhh iya tau cacar monyet adada aja deh,neutral
9000,2022-08-20 11:49:34+00:00,"Cacar monyet cacar monyet, bengeut sia kos monyet",Cacar monyet cacar monyet bengeut sia kos monyet,neutral
9004,2022-08-20 11:48:57+00:00,"tolong dong pemerintah vaksinnya luar udah pada vaksin nih cacar, skincare mahal perawatan juga mahal masa kena cacar monyet nangis banget :(",tolong dong pemerintah vaksinnya luar udah pada vaksin nih cacar skincare mahal perawatan juga mahal masa kena cacar monyet nangis banget,neutral
9005,2022-08-20 11:48:52+00:00,info vaksin cacar monyet biar dapet sertifikat peduli lindungi. 🙏🏻,info vaksin cacar monyet biar dapet sertifikat peduli lindungi,neutral
9006,2022-08-20 11:48:33+00:00,Pasien tersebut laki-laki berusia 27 tahun yang berasal dari DKI Jakarta sedang menjalani perawatan. Syahril mengungkapkan pasien ini baru pulang dari luar negeri dan mengalami gejala cacar monyet pada Minggu (14/8/2022). (odp-tm),Pasien tersebut laki laki berusia tahun yang berasal dari DKI Jakarta sedang menjalani perawatan Syahril mengungkapkan pasien ini baru pulang dari luar negeri dan mengalami gejala cacar monyet pada Minggu 2022 odp,neutral
9007,2022-08-20 11:48:32+00:00,#SSInfo: Kementerian Kesehatan RI (Kemenkes) mengonfirmasi kasus pertama cacar monyet di Indonesia. Informasi ini disampaikan Mohammad Syahril Juru Bicara Kemenkes dalam konferensi pers yang berlangsung Sabtu (20/8/2022) sore.,SSInfo Kementerian Kesehatan Kemenkes mengonfirmasi kasus pertama cacar monyet Indonesia Informasi ini disampaikan Mohammad Syahril Juru Bicara Kemenkes dalam konferensi pers yang berlangsung Sabtu 2022 sore,neutral
9009,2022-08-20 11:48:12+00:00,"@convomf kmren covid awal mula jakarta skrng cacar monyet awal mula di jakarta juga, asw lah daerah gue jadi cikal bakal penyakit mulu",kmren covid awal mula jakarta skrng cacar monyet awal mula jakarta juga asw lah daerah gue jadi cikal bakal penyakit mulu,neutral
9010,2022-08-20 11:47:55+00:00,"Y: ma, cacar monyet ada di Indonesia lho
M: ya makanya mandi tuh 2x sehari 
Y: *tutup telinga",cacar monyet ada Indonesia lho makanya mandi tuh sehari tutup telinga,neutral
9011,2022-08-20 11:47:50+00:00,"Badan kesehatan dunia who telah menetapkan kasus monkey pox atau cacar monyet, sebagai kejadian luar biasa atau KLB.direktur tehnis badan kesehatan dunia who meminta semua negara untuk mewaspadai berjangkitnya monkey pox di negaranya, Indonesia konfirmasi kasus pertama hari ini",Badan kesehatan dunia who telah menetapkan kasus monkey pox atau cacar monyet sebagai kejadian luar biasa atau KLB direktur tehnis badan kesehatan dunia who meminta semua negara untuk mewaspadai berjangkitnya monkey pox negaranya Indonesia konfirmasi kasus pertama hari ini,negative
9012,2022-08-20 11:47:30+00:00,Eh cacar monyet mesti pcr ya 🤔,cacar monyet mesti pcr,neutral
9013,2022-08-20 11:47:13+00:00,"@Askrlfess Cacar monyet gimana bentukannya siii?
Deskripsiin aja yaa, mau search gugel agak gimana gitu",Cacar monyet gimana bentukannya siii Deskripsiin aja yaa mau search gugel agak gimana gitu,neutral
9015,2022-08-20 11:46:45+00:00,@aewin86 kok serem sih ada aja. Kmren copid terus penyakit menular hewan ternak skrg cacar monyet😭,kok serem sih ada aja Kmren copid terus penyakit menular hewan ternak skrg cacar monyet,neutral
9016,2022-08-20 11:46:36+00:00,Ah shit gue mau nikah woii malah ada cacar monyet segala😠,shit gue mau nikah woii malah ada cacar monyet segala,negative
9019,2022-08-20 11:45:40+00:00,"@storlard @mataharli @astfonomy udah plukan kepala.a di patpat eh orang.a homo, itu sih kena nya cepet dik.

bukan kena cacar monyet tapi kena mental :)",udah plukan kepala patpat orang homo itu sih kena nya cepet dik bukan kena cacar monyet tapi kena mental,negative
9020,2022-08-20 11:45:30+00:00,"Menurut Wikipedia, kasus cacar monyet pertama kali terdeteksi di Kongo, salah satu negara paling miskin di dunia pada 1970 atau 51 tahun silam,dan kini kembali di temukan lagi, setelah hampir 51 tahun tidak terdeteksi.kabar terbaru, kementerian kesehatan umumkan kasus pertama",Menurut Wikipedia kasus cacar monyet pertama kali terdeteksi Kongo salah satu negara paling miskin dunia pada 1970 atau tahun silam dan kini kembali temukan lagi setelah hampir tahun tidak terdeteksi kabar terbaru kementerian kesehatan umumkan kasus pertama,neutral
9022,2022-08-20 11:45:14+00:00,"@SUNDA_FESS CACAR 

MONYET
😁😁😁",FESS CACAR MONYET,neutral
9024,2022-08-20 11:44:53+00:00,"jadi, cacar monyet virusnya menyebar lewat apa?",jadi cacar monyet virusnya menyebar lewat apa,neutral
9026,2022-08-20 11:44:33+00:00,@AMarsha_K @satrionw__ @catchmeupid Cacar monyet keluar monyet?,Cacar monyet keluar monyet,neutral
9027,2022-08-20 11:43:53+00:00,Cacar monyet dikonfirmasi hadir di Jakarta.,Cacar monyet dikonfirmasi hadir Jakarta,neutral
9028,2022-08-20 11:43:40+00:00,Jujur gw lebih takut cacar monyet drpd covid,Jujur lebih takut cacar monyet drpd covid,neutral
9029,2022-08-20 11:43:40+00:00,@PRFMnews jir minggu hareup geus mulai ngerjakeun gawean di jkt malah rame ieu cacar monyet,jir minggu hareup geus mulai ngerjakeun gawean jkt malah rame ieu cacar monyet,neutral
9030,2022-08-20 11:43:30+00:00,@Askrlfess Penularan cacar monyet juga sama kaya c word kah? Lewat droplet?,Penularan cacar monyet juga sama kaya word kah Lewat droplet,neutral
9031,2022-08-20 11:43:15+00:00,"@FerryErawan3 @itsocaalate @catchmeupid kalo yg kena nanti ada dua, satunya duta cacar, satunya duta monyet mas.",kalo kena nanti ada dua satunya duta cacar satunya duta monyet mas,neutral
9032,2022-08-20 11:42:52+00:00,@catchmeupid Lalu dilakukan suntik vaksin khusus cacar monyet itu?,Lalu dilakukan suntik vaksin khusus cacar monyet itu,neutral
9033,2022-08-20 11:42:10+00:00,"Cacar monyet tuh cuman dalih .. padahal ini penyakit temennya HIV gara"" mahluk"" LGBT .. 

iya azabnya ga kek pas zaman Nabi Luth a.s .. tapi secara ga langsung ini tuh azab.. 

Tobat woy tobat ..",Cacar monyet tuh cuman dalih padahal ini penyakit temennya HIV gara mahluk LGBT iya azabnya kek pas zaman Nabi Luth tapi secara langsung ini tuh azab Tobat woy tobat,neutral
9034,2022-08-20 11:41:54+00:00,@tanyakanrl cacar monyet tu sakitnya gimana?? beneran ga tau,cacar monyet sakitnya gimana beneran tau,neutral
9035,2022-08-20 11:41:50+00:00,anjingggg emang cacar monyet dari para homo ya,anjingggg emang cacar monyet dari para homo,neutral
9037,2022-08-20 11:41:28+00:00,"@chafumafu_ @Askrlfess Tentu bisa dong😁 cacar monyet menular itu melalui kontak fisik, seperti kamu ngomong sama dia secara langsung dan disitu bisa saja dia menularkan bakterinya melalui air liur. Makannya sangat di anjurkan untuk kita tidak berkontak dengan pasien yang sedang sakit",Tentu bisa dong cacar monyet menular itu melalui kontak fisik seperti kamu ngomong sama dia secara langsung dan disitu bisa saja dia menularkan bakterinya melalui air liur Makannya sangat anjurkan untuk kita tidak berkontak dengan pasien yang sedang sakit,neutral
9038,2022-08-20 11:41:13+00:00,"mau mastiin semester besok full offline atau ga? soalnya -uwin suka dadakan ngasih info kaya kemaren, udah disono eh online lagi. mana skrg cacar monyet udah masuk jkt(?) jadi full offline ga nih?",mau mastiin semester besok full offline atau soalnya uwin suka dadakan ngasih info kaya kemaren udah disono online lagi mana skrg cacar monyet udah masuk jkt jadi full offline nih,positive
9040,2022-08-20 11:40:56+00:00,"@SUNDA_FESS Cacar, monyet",FESS Cacar monyet,neutral
9041,2022-08-20 11:40:51+00:00,NAngis deh ngeri di kosan kena cacar monyet. Tiba2 meninggal,NAngis deh ngeri kosan kena cacar monyet Tiba2 meninggal,neutral
9042,2022-08-20 11:40:50+00:00,kntol aku hnya ingin hidup dngan aman ini cacar monyet apaan bnget ck,kntol aku hnya ingin hidup dngan aman ini cacar monyet apaan bnget,neutral
9043,2022-08-20 11:40:41+00:00,"Mohon maaf ini kalo cacar monyet udah masuk, mendingan segala urusan balik dari rumah lagi aja.

Covid is acceptable. Cacar banyak bekasnya 😭",Mohon maaf ini kalo cacar monyet udah masuk mendingan segala urusan balik dari rumah lagi aja Covid acceptable Cacar banyak bekasnya,neutral
9044,2022-08-20 11:40:34+00:00,@Jungsoonie1 @itsocaalate @catchmeupid Duta cacar atau duta monyet?,Duta cacar atau duta monyet,neutral
9045,2022-08-20 11:40:29+00:00,@tanyakanrl katanya cacar monyet tuh sebenernya bukan penyakit yg nulernya dari ngewe gitu ya? jadi nulernya dari mana dong,katanya cacar monyet tuh sebenernya bukan penyakit nulernya dari ngewe gitu jadi nulernya dari mana dong,neutral
9046,2022-08-20 11:40:23+00:00,"corona udah bikin 3 vaksin 
cacar monyet jgn ya",corona udah bikin vaksin cacar monyet jgn,neutral
9049,2022-08-20 11:40:11+00:00,cacar monyet cacar monyet taiiii luuu emang kek monyet,cacar monyet cacar monyet taiiii luuu emang kek monyet,neutral
9050,2022-08-20 11:40:10+00:00,@glimpseas Cacar monyet tu kek korona gitu apa cacar beneran?,Cacar monyet kek korona gitu apa cacar beneran,neutral
9053,2022-08-20 11:39:42+00:00,"pernah kena cacar tahun 2016, seluruh tubuh yang mulus ini mendadak bintik2 sebesar kacang ijo. semuka, sebadan. hidup berasa lumpuh beberapa bulan karena gak pede, empat bulan baru ilang bekasnya. 
ga bs bayangin kalo kena cacar monyet yang bentuknya ky gitu, serem banget woy.",pernah kena cacar tahun 2016 seluruh tubuh yang mulus ini mendadak bintik2 sebesar kacang ijo semuka sebadan hidup berasa lumpuh beberapa bulan karena gak pede empat bulan baru ilang bekasnya bayangin kalo kena cacar monyet yang bentuknya gitu serem banget woy,neutral
9054,2022-08-20 11:38:25+00:00,w baru mau kuliah offlen please cacar monyet pergi jauh jauh,baru mau kuliah offlen please cacar monyet pergi jauh jauh,neutral
9057,2022-08-20 11:38:15+00:00,@abcdefvcking Ish..  Di jkt baru ada cacar monyet ih. . Ga usah baliiikkk,Ish jkt baru ada cacar monyet usah baliiikkk,neutral
9059,2022-08-20 11:37:43+00:00,hah cacar monyet masuk indo...?,hah cacar monyet masuk indo,neutral
9060,2022-08-20 11:37:11+00:00,"Kasus pertama cacar monyet datang dari Jakarta, tumben kan biasanya yg aneh2 datangnya dari Depok yak.",Kasus pertama cacar monyet datang dari Jakarta tumben kan biasanya aneh2 datangnya dari Depok yak,neutral
9063,2022-08-20 11:35:49+00:00,"@convomfs Dahlah anjing kemarin Corona, sekarang cacar monyet. Tahun depan apaan? Cacar tirex? Penyakit mulu sat, capek gue karantina. Sekolah SMK cuma setahun, baru ngerasain bisa ngedit di InDesign trus skrng mw karantina lagi? Udh goblok makin goblok",Dahlah anjing kemarin Corona sekarang cacar monyet Tahun depan apaan Cacar tirex Penyakit mulu sat capek gue karantina Sekolah SMK cuma setahun baru ngerasain bisa ngedit InDesign trus skrng karantina lagi Udh goblok makin goblok,neutral
9064,2022-08-20 11:35:26+00:00,"@noturgoddes @catchmeupid Pilih antara pisang atau uang kak. 
Kalau pilih pisang, positif cacar monyet.",Pilih antara pisang atau uang kak Kalau pilih pisang positif cacar monyet,neutral
9065,2022-08-20 11:35:11+00:00,@convomf apa harus beli kostum monyet biar ga kena cacar monyet,apa harus beli kostum monyet biar kena cacar monyet,neutral
9066,2022-08-20 11:35:05+00:00,"@convomf Mboh wes, munyak dah dari copid ini lagi cacar monyet",Mboh wes munyak dah dari copid ini lagi cacar monyet,neutral
9067,2022-08-20 11:34:49+00:00,@nunzeeefk cacar monyet nyeremin bgtttt 😭😭😭 aduh aku bayanginnya udah ikut gatel,cacar monyet nyeremin bgtttt aduh aku bayanginnya udah ikut gatel,neutral
9070,2022-08-20 11:33:55+00:00,@catchmeupid Bukan cacar monyet kali tapi bentol bentol bekas nyamukk,Bukan cacar monyet kali tapi bentol bentol bekas nyamukk,neutral
9073,2022-08-20 11:32:57+00:00,@bebekaixx Cacar monyet mematikan yaa kak?,Cacar monyet mematikan yaa kak,neutral
9075,2022-08-20 11:32:06+00:00,Takuttt bgtt cacar monyet,Takuttt bgtt cacar monyet,neutral
9077,2022-08-20 11:31:33+00:00,Cacar monyet terdeteksi 🥲,Cacar monyet terdeteksi,neutral
9078,2022-08-20 11:31:10+00:00,@convomf halah njg aneh cacar monyet katanya,halah njg aneh cacar monyet katanya,neutral
9079,2022-08-20 11:31:07+00:00,Cacar monyet udah ada obatnya belom ?,Cacar monyet udah ada obatnya belom,neutral
9080,2022-08-20 11:30:29+00:00,Jangaan ampeee si brengsek cacar monyet nyebar cepat ampe luar jakarta plis,Jangaan ampeee brengsek cacar monyet nyebar cepat ampe luar jakarta plis,neutral
