,Datetime,Text,User_id,Username,clean_text,label
6431,2022-08-22 13:17:10+00:00,"Cacar, monyet !",1561704030409195520,massaaksizombie,Cacar monyet,neutral
6437,2022-08-22 13:14:19+00:00,"Sakit cacar tuh yg kayak gimana sih?? Seriusan gw belom pernah kena. Tadi bilang ke Emak gra² badanku bintik² kyk melepuh gitu trus aku garuk dipletus2in gitu, disuruh ke dokter sih, cuma belom sempat. Nih si Emak malah bilang ""awas ntr suspek cacar monyet"" 🤦‍♀️🤦‍♀️",1561703312964997120,indahbbd,Sakit cacar tuh kayak gimana sih Seriusan belom pernah kena Tadi bilang Emak gra badanku bintik kyk melepuh gitu trus aku garuk dipletus2in gitu disuruh dokter sih cuma belom sempat Nih Emak malah bilang awas ntr suspek cacar monyet,neutral
6443,2022-08-22 13:09:33+00:00,@gocksz Ngapa ya kudu ada cacar monyet pdhl temen bnyk yg kea monyet,1561702111837966336,kegojoan,Ngapa kudu ada cacar monyet pdhl temen bnyk kea monyet,neutral
6446,2022-08-22 13:06:21+00:00,Gue dan sekeluarga yang kena cacar monyet pas smp be lyke 🧘🏻🧘🏻🧘🏻🧘🏻🧘🏻🧘🏻🧘🏻🧘🏻🧘🏻,1561701306863161346,Natasyadeliana,Gue dan sekeluarga yang kena cacar monyet pas smp lyke,neutral
6452,2022-08-22 13:02:29+00:00,@minumcapcin cacar monyet 😭😭,1561700334690791429,ongsehdoy,cacar monyet,neutral
6455,2022-08-22 13:00:20+00:00,"@convomf Lebih ke linu sihh kalo di garuk, tapi aneh nya kalo gatel tetep ngerasain gatel cuma ga busa di garuk doang :)) dan cacar monyet ini ga nular pdhl tth, adik, mamah always di deket aku terus malahan sm mamah tidur bareng",1561699795080585216,adbbqdst,Lebih linu sihh kalo garuk tapi aneh nya kalo gatel tetep ngerasain gatel cuma busa garuk doang dan cacar monyet ini nular pdhl tth adik mamah always deket aku terus malahan mamah tidur bareng,neutral
6457,2022-08-22 12:58:26+00:00,monyet nya banyak tinggal cacar nya lagi yang belum,1561699317705895938,embrioe,monyet nya banyak tinggal cacar nya lagi yang belum,neutral
6458,2022-08-22 12:57:53+00:00,"@convomf Bukannya cacar monyet udh ada dari lama ya? Dulu waktu kecil pernah cacar monyet kata dokternya istilah lainnya cacar api, emang bentuk cacar nya gede"" banget sampe kaya panas sepungung Alhamdulillah bisa sembuh yaa walaupun kulit punggung yg dulu kena cacar monyet jadi mati rasa",1561699177230323712,adbbqdst,Bukannya cacar monyet udh ada dari lama Dulu waktu kecil pernah cacar monyet kata dokternya istilah lainnya cacar api emang bentuk cacar nya gede banget sampe kaya panas sepungung Alhamdulillah bisa sembuh yaa walaupun kulit punggung dulu kena cacar monyet jadi mati rasa,neutral
6461,2022-08-22 12:55:40+00:00,Yukkk bentar lagi mau upload giveaway minu di ig akuuu cusss merapat ke ig wajib follow dulu yaaaa #giveaway #giveawaymini #giveawaymakeup #gempa #twitterpleasedoyourmagic #cacarmonyet,1561698621031997440,iniynia,Yukkk bentar lagi mau upload giveaway minu akuuu cusss merapat wajib follow dulu yaaaa giveaway giveawaymini giveawaymakeup gempa twitterpleasedoyourmagic cacarmonyet,neutral
6462,2022-08-22 12:54:55+00:00,syarat bepergian 2023: sudah vaksin cacar monyet ✅,1561698429084250112,astelyx,syarat bepergian 2023 sudah vaksin cacar monyet,neutral
6463,2022-08-22 12:54:38+00:00,"@bitenoexcuse Ya karna efek cacar monyet, makanya gak rame",1561698358900969472,FredolinL20,karna efek cacar monyet makanya gak rame,neutral
6466,2022-08-22 12:52:54+00:00,"@for10young Iya kali ya:"") mana ni ketambahan cacar monyet..emg dasar monyet",1561697923683201024,Airesky_,Iya kali mana ketambahan cacar monyet emg dasar monyet,neutral
6471,2022-08-22 12:49:34+00:00,@ihavetwosidess cacar monyet,1561697084243292162,onesnesta_,cacar monyet,neutral
6472,2022-08-22 12:47:35+00:00,@convomf Cacar monyet udah lama ada kenapa heboh nya baru sekarang,1561696585146576896,ajiska_,Cacar monyet udah lama ada kenapa heboh nya baru sekarang,neutral
6474,2022-08-22 12:45:00+00:00,@qbaby @convomf cacar monyet ege bukan cacar anjir,1561695934152466432,exozystem,cacar monyet ege bukan cacar anjir,neutral
6476,2022-08-22 12:42:46+00:00,@catchmeupid Apalagi sik..covid aja belum tau kek mana ujung nya. Sekarang ada lagi cacar monyet lah.... Capek akutu,1561695373382410241,piyooh_piyo,Apalagi sik covid aja belum tau kek mana ujung nya Sekarang ada lagi cacar monyet lah Capek akutu,neutral
6477,2022-08-22 12:41:58+00:00,@tanyakanrl cacar monyet ?,1561695169937698816,hopeminkooky,cacar monyet,neutral
6478,2022-08-22 12:39:43+00:00,"Kalo covid pake 3 M 
Cacar monyet pake apa serius nanya",1561694603702480896,mayangzhr,Kalo covid pake Cacar monyet pake apa serius nanya,neutral
6480,2022-08-22 12:38:14+00:00,Cacar monyet itu monyetnya warna apa,1561694233504780289,fdh_choirunnisa,Cacar monyet itu monyetnya warna apa,neutral
6483,2022-08-22 12:34:46+00:00,plis semoga cacar monyet ga bertahan lama di indo alias jgn kek kopit bikin org menderita doang,1561693358384648192,parkeusungjin,plis semoga cacar monyet bertahan lama indo alias jgn kek kopit bikin org menderita doang,neutral
6485,2022-08-22 12:34:13+00:00,@sheticgrl gasiappp😭 tp lebih gasiap liat org² kena cacar monyet😭😭,1561693219821613056,jungkookiiewife,gasiappp lebih gasiap liat org kena cacar monyet,neutral
6489,2022-08-22 12:31:19+00:00,cacar monyet serem bgt:(,1561692492080517121,jungkookiiewife,cacar monyet serem bgt,neutral
6491,2022-08-22 12:30:13+00:00,@jek___ Abis nyium gitu xl kena cacar monyet gak tad ?,1561692214006521856,edogawaconan72,Abis nyium gitu kena cacar monyet gak tad,neutral
6495,2022-08-22 12:26:41+00:00,"Plis lah gamau cacar monyet cacar monyet segala,🥹 capek pandemii gila",1561691325329981440,rasastrawberyyy,Plis lah gamau cacar monyet cacar monyet segala capek pandemii gila,neutral
6498,2022-08-22 12:24:09+00:00,"[FORHAPS CORNER : MONKEYPOX]

Halloo sobat ForHype! 👋

Sobat udah pada tahu belum nih kalau WHO telah menetapkan Monkeypox atau lebih kita kenal dengan Cacar Monyet sebagai darurat kesehatan masyarakat😰",1561690686306779136,forhapsupnvj,FORHAPS CORNER MONKEYPOX Halloo sobat ForHype Sobat udah pada tahu belum nih kalau WHO telah menetapkan Monkeypox atau lebih kita kenal dengan Cacar Monyet sebagai darurat kesehatan masyarakat,neutral
6499,2022-08-22 12:21:39+00:00,"@valeria_el31 @xadaragoe Sepemahamanku setelah baca artikel2 soal cacar monyet, aku mungkin salah ya cmiiw, penularannya emang ga kaya covid yg dari udara langsung sakit gitu lho. Katanya skin contact pun ga cukup. Belum bisa dipastiin juga cara penularannya gimana",1561690058880454657,Nightshade_sh,el31 Sepemahamanku setelah baca artikel2 soal cacar monyet aku mungkin salah cmiiw penularannya emang kaya covid dari udara langsung sakit gitu lho Katanya skin contact pun cukup Belum bisa dipastiin juga cara penularannya gimana,neutral
6500,2022-08-22 12:20:49+00:00,"Last but not least, yang gak kalah pentingnya:

Jangan kontak fisik dengan orang yang terinfeksi atau barang-barang yang terkontaminasi, kayak tempat tidur atau pakaian yang sudah dipakai pengidapnya, ya. Stay safe semuanya! 🤗❤️ 

#CacarMonyet #MonkeyPox #MonkeypoxVirus",1561689847806697472,HalodocID,Last but not least yang gak kalah pentingnya Jangan kontak fisik dengan orang yang terinfeksi atau barang barang yang terkontaminasi kayak tempat tidur atau pakaian yang sudah dipakai pengidapnya Stay safe semuanya CacarMonyet MonkeyPox MonkeypoxVirus,positive
6504,2022-08-22 12:18:37+00:00,Duh gua mau maksiat tapi keinget virus cacar MONYET anjing,1561689293726576640,Snwclouds1,Duh gua mau maksiat tapi keinget virus cacar MONYET anjing,negative
6508,2022-08-22 12:17:41+00:00,"@lucelencae IYAA IH KIRAIN SETELAH CVD YA SELESAI GITU, EH INI ADA LAGI CACAR MONYET😭😭 WKWKWK KAYAK ORANG ANEH PAKE GITUAN😭",1561689061399547907,uxnje,IYAA KIRAIN SETELAH CVD SELESAI GITU INI ADA LAGI CACAR MONYET WKWKWK KAYAK ORANG ANEH PAKE GITUAN,neutral
6509,2022-08-22 12:17:26+00:00,@tobqio @asbunaIIah Betul... Gw setuju banget.... Ditambah dengan sekarang tahun 2022 ada kasus cacar monyet... Memang gk ada hubungannya gw cuma bingung bales gimana... Menurut gw solusinya coba para polisi muda dikenalkan dengan yang namanya roleplayer...,1561688997876736011,desgofe,Betul setuju banget Ditambah dengan sekarang tahun 2022 ada kasus cacar monyet Memang ada hubungannya cuma bingung bales gimana Menurut solusinya coba para polisi muda dikenalkan dengan yang namanya roleplayer,neutral
6510,2022-08-22 12:17:13+00:00,@FWBESS Orang2 gatakut cacar monyet apa yaah,1561688944492036097,AksaraLangit__,Orang2 gatakut cacar monyet apa yaah,neutral
6512,2022-08-22 12:15:19+00:00,eh sumpah serem bgt cacar monyet,1561688464743022594,bananavampp,sumpah serem bgt cacar monyet,neutral
6517,2022-08-22 12:13:15+00:00,"@convomf klo kena cacar monyet ini nanti ngomongnya uu aa uu aa ngga ya sambil garuk"" pantat dan kepala? serius nanya",1561687946775785473,aphrodijay,klo kena cacar monyet ini nanti ngomongnya ngga sambil garuk pantat dan kepala serius nanya,neutral
6520,2022-08-22 12:09:58+00:00,"@Askrlfess Sebenernya bagus nder kalo belum diapa-apain. Soalnya takut bawa penyakit doi nya. Segera pisah aja nder, denger2 juga cacar monyet kan yg paling banyak itu pasangan sejenis nder 😭",1561687116748230656,ameliasekar1,Sebenernya bagus nder kalo belum diapa apain Soalnya takut bawa penyakit doi nya Segera pisah aja nder denger2 juga cacar monyet kan paling banyak itu pasangan sejenis nder,neutral
6527,2022-08-22 12:05:39+00:00,@collegemenfess ga jadi kan ada cacar monyet,1561686031929581570,lostidentif,jadi kan ada cacar monyet,neutral
6529,2022-08-22 12:04:55+00:00,Cacar monyet nie bisa bikin yg kena jadi monyet kah?,1561685845752483840,soobinjateng,Cacar monyet nie bisa bikin kena jadi monyet kah,neutral
6533,2022-08-22 11:59:50+00:00,"👉 CACAR MONYET 👈

- Distribusi ruam: Mulai dari kepala, padat di muka dan lengan, ada di telapak tangan dan telapak kaki
- Ciri khas: Pembengkakan kelenjar getah bening
Kematian : 11%",1561684569019260929,HalodocID,CACAR MONYET Distribusi ruam Mulai dari kepala padat muka dan lengan ada telapak tangan dan telapak kaki Ciri khas Pembengkakan kelenjar getah bening Kematian,neutral
6534,2022-08-22 11:59:45+00:00,"Beita lainnya :
- $WSKT menggarap proyek perbaikan dan pemeliharaan Jalan Noefefan-Oenuno,Timor Leste
- $BUKA mencetak kerugian bersih 5,96 triliun rupiah pada Q2 2022
- Kemenkes mengumumkan kasus positif pertama cacar monyet di Indonesia pada Sabtu (20/8)",1561684545941884930,Stockbit,Beita lainnya WSKT menggarap proyek perbaikan dan pemeliharaan Jalan Noefefan Oenuno Timor Leste BUKA mencetak kerugian bersih triliun rupiah pada 2022 Kemenkes mengumumkan kasus positif pertama cacar monyet Indonesia pada Sabtu,neutral
6536,2022-08-22 11:56:09+00:00,inget bgt waktu ambil sertifikasi tuh di Unnes sama crush 🫶 crush gue udah bahagia dapet kerjaan bagus di Incheon sedangkan gue masih betah di negara sendiri 🥹🥹 semoga sebelum cacar monyet menyebar data gue udah di ttd sama pak sajangnim dan gue bisa langsung terbang,1561683639565713408,sayanqjeno,inget bgt waktu ambil sertifikasi tuh Unnes sama crush crush gue udah bahagia dapet kerjaan bagus Incheon sedangkan gue masih betah negara sendiri semoga sebelum cacar monyet menyebar data gue udah ttd sama pak sajangnim dan gue bisa langsung terbang,neutral
6537,2022-08-22 11:55:07+00:00,@xadaragoe @valeria_el31 Korbannya meningkat pesat. Dulu itu cacar monyet ga sebanyak ini. Sekarang nyebar ke banyak negara dan jumlah kasusnya meningkat tiap hari. Kalau udah gitu kita harus waspada. Yg tadinya penyakit jarang jadi pandemi 🥲,1561683382387744770,Nightshade_sh,el31 Korbannya meningkat pesat Dulu itu cacar monyet sebanyak ini Sekarang nyebar banyak negara dan jumlah kasusnya meningkat tiap hari Kalau udah gitu kita harus waspada tadinya penyakit jarang jadi pandemi,neutral
6538,2022-08-22 11:54:18+00:00,"👉 CACAR MONYET 👈

- Demam &gt;38°C, ruam setelah 1-3 hari 
- Penampakan ruam: Ruam kemerahan, benjolan kecil di atas kulit, plenting-plenting berisi air, lesi berisi nanah yang mirip bisul 
- Perkembangan ruam: Lambat, 3-4 minggu",1561683176892039169,HalodocID,CACAR MONYET Demam ruam setelah hari Penampakan ruam Ruam kemerahan benjolan kecil atas kulit plenting plenting berisi air lesi berisi nanah yang mirip bisul Perkembangan ruam Lambat minggu,neutral
6539,2022-08-22 11:53:58+00:00,"@xadaragoe @valeria_el31 Ini kan emang penyakit lama, terus muncul lagi. Mulai heboh karena negara2 maju itu belum pernah ngalamin makanya mereka heboh bgt. Ditambah lagi yg kena hampir 90% gay. Bagi mereka cacar monyet tuh berasa dikasih gempa. Cuma menurutku yg bikin ini jadi perhatian khusus itu—",1561683090636152833,Nightshade_sh,el31 Ini kan emang penyakit lama terus muncul lagi Mulai heboh karena negara2 maju itu belum pernah ngalamin makanya mereka heboh bgt Ditambah lagi kena hampir gay Bagi mereka cacar monyet tuh berasa dikasih gempa Cuma menurutku bikin ini jadi perhatian khusus itu,positive
6541,2022-08-22 11:52:38+00:00,Tapi katanya cacar monyet engga seanu-anu.,1561682757407100928,benctala,Tapi katanya cacar monyet engga seanu anu,neutral
6543,2022-08-22 11:51:46+00:00,@kegblgnunfaedh Hati hati cacar monyet,1561682536866013184,dinarseptia,Hati hati cacar monyet,neutral
6545,2022-08-22 11:51:19+00:00,Itu artinya kamu positip cacar monyet nder,1561682423615979525,capricornxxxxxx,Itu artinya kamu positip cacar monyet nder,neutral
6546,2022-08-22 11:51:16+00:00,"""Cacar monyet sama cacar air dan campak itu sama atau beda sih? Kan sama-sama menimbulkan ruam?"" 

Jawabannya: BEDA 
Aku share cara ngebedain gejala dari masing-masing cacar di next tweet, ya! ⬇️",1561682411226021890,HalodocID,Cacar monyet sama cacar air dan campak itu sama atau beda sih Kan sama sama menimbulkan ruam Jawabannya BEDA Aku share cara ngebedain gejala dari masing masing cacar next tweet,neutral
6549,2022-08-22 11:48:15+00:00,"Serius nanya, ini kasus cacar monyet itu pengalihan isu kasus sambo bukan si, ko bisa pas gitu ya",1561681655349202945,si_peacee,Serius nanya ini kasus cacar monyet itu pengalihan isu kasus sambo bukan bisa pas gitu,neutral
6555,2022-08-22 11:44:23+00:00,@kabarsleman Min info vaksin cacar monyet ada nggak sehh,1561680678852644864,Kucingjantan20,Min info vaksin cacar monyet ada nggak sehh,neutral
6558,2022-08-22 11:42:26+00:00,@womanfeeds_id Kok bentukannya kayak cacar monyet itu ya? Coba kunsul ke dokter kulit.,1561680187833495553,SUNSETW1TCH,Kok bentukannya kayak cacar monyet itu Coba kunsul dokter kulit,neutral
6559,2022-08-22 11:41:27+00:00,apakah berita tentang cacar monyet berhasil mengalihkan berita kasus sambo.,1561679943872167936,cibengyohow,apakah berita tentang cacar monyet berhasil mengalihkan berita kasus sambo,neutral
6560,2022-08-22 11:40:32+00:00,Aneh @PBIDI ini banyak hal yg harus diurus. Covid 19 belum kelar baru lg cacar monyet. Ini malah ngurusin galon,1561679712480788480,morgan_indra,Aneh ini banyak hal harus diurus Covid belum kelar baru cacar monyet Ini malah ngurusin galon,neutral
6561,2022-08-22 11:39:38+00:00,"Tolong banget pemerintah bisa langsung tutup bandara dulu ga masalahanya ini #cacarmonyet astagfirullah liatnya aja gw geli, ini selain make masker harus gimana dah. Masalahnya ini penyakit di luar tubuh😭",1561679485828681729,Amallia00,Tolong banget pemerintah bisa langsung tutup bandara dulu masalahanya ini cacarmonyet astagfirullah liatnya aja geli ini selain make masker harus gimana dah Masalahnya ini penyakit luar tubuh,neutral
6563,2022-08-22 11:37:55+00:00,@convomf Plis cacar monyet gausah ke indo gue mau kuliah offline anjingggg,1561679054687744000,selzvoyz,Plis cacar monyet gausah indo gue mau kuliah offline anjingggg,neutral
6564,2022-08-22 11:37:17+00:00,@kosmo_online Jgn cacar monyet menular kat bawah sane sudah...,1561678892313653250,AHMADFARIDABDU4,online Jgn cacar monyet menular kat bawah sane sudah,neutral
6565,2022-08-22 11:36:13+00:00,Kalo gua monyet aja nggak cacar berapa lama isolasinya bos?,1561678625841491969,SendalAyam1112,Kalo gua monyet aja nggak cacar berapa lama isolasinya bos,neutral
6566,2022-08-22 11:35:05+00:00,Kenapa namanya cacar monyet?,1561678338116456448,bayuekob,Kenapa namanya cacar monyet,neutral
6567,2022-08-22 11:34:16+00:00,"@txtdrpemerintah Itu foto yang dipakai di headline, foto menkes waktu kena cacar monyet ya?
Gila jelek banget",1561678135837356036,jujuganz,Itu foto yang dipakai headline foto menkes waktu kena cacar monyet Gila jelek banget,neutral
6568,2022-08-22 11:34:14+00:00,@sukasukaguesihh Tar cacar monyet,1561678127914708992,icemooochi,Tar cacar monyet,neutral
6569,2022-08-22 11:32:15+00:00,@valeria_el31 bingunggg deh aku pun baru tau cacar monyet lho kak. tapi kata mamaku aku norak soalnya kata dia udah ada dari jaman dulu juga 😵😵,1561677627965841411,xadaragoe,el31 bingunggg deh aku pun baru tau cacar monyet lho kak tapi kata mamaku aku norak soalnya kata dia udah ada dari jaman dulu juga,neutral
6574,2022-08-22 11:28:53+00:00,"@hyuekaei @kolmijijah @convomf Kontak langsung, benda benda yang di pakai sama yang kena cacar monyet",1561676779651465216,bingkisanmakna,Kontak langsung benda benda yang pakai sama yang kena cacar monyet,neutral
6575,2022-08-22 11:28:03+00:00,"Kalo cacar monyet terlanjur masuk, IHSG ikut turun jg ga ya🥲",1561676570489630720,renikb_,Kalo cacar monyet terlanjur masuk IHSG ikut turun,neutral
6578,2022-08-22 11:26:04+00:00,"berarti gw dah lama kena cacar monyet ini, brengsek",1561676072537980929,sdvallentian,berarti dah lama kena cacar monyet ini brengsek,neutral
6580,2022-08-22 11:24:33+00:00,"Semoga cukup pada punya pacar monyet, jangan kena cacar monyet.",1561675688666865664,kotakmakan,Semoga cukup pada punya pacar monyet jangan kena cacar monyet,neutral
6583,2022-08-22 11:21:38+00:00,"Rahmad Handoyo : Marilah Kita Berusaha Sekuat Tenaga Melalui Berbagai Upaya Nyata Agar Wabah Cacar Monyet Jangan Sampai Meluas

#PDIPerjuangan
#bangunlahjiwadanbadannya
#49TahunPDIPerjuangan",1561674955309613057,PDI_Perjuangan,Rahmad Handoyo Marilah Kita Berusaha Sekuat Tenaga Melalui Berbagai Upaya Nyata Agar Wabah Cacar Monyet Jangan Sampai Meluas PDIPerjuangan bangunlahjiwadanbadannya 49TahunPDIPerjuangan,neutral
6584,2022-08-22 11:21:38+00:00,"Rahmad Handoyo mengatakan, meskipun wabah cacar monyet sepertinya sulit untuk dielakkan, masyarakat tidak perlu takut dan panik, tetapi agar wabah ini tidak sampai meluas, masyarakat memang diminta lebih berhati-hati dan waspada.",1561674953694793728,PDI_Perjuangan,Rahmad Handoyo mengatakan meskipun wabah cacar monyet sepertinya sulit untuk dielakkan masyarakat tidak perlu takut dan panik tetapi agar wabah ini tidak sampai meluas masyarakat memang diminta lebih berhati hati dan waspada,neutral
6585,2022-08-22 11:21:37+00:00,"Dia mengatakan temuan wabah cacar monyet yang pertama di Indonesia bukan sesuatu hal yang mengejutkan, mengingat wabah ini sudah merambah hampir ke 100 negara.

Masyarakat Tidak Perlu Panik Namun Tetap Waspada",1561674951492780032,PDI_Perjuangan,Dia mengatakan temuan wabah cacar monyet yang pertama Indonesia bukan sesuatu hal yang mengejutkan mengingat wabah ini sudah merambah hampir 100 negara Masyarakat Tidak Perlu Panik Namun Tetap Waspada,neutral
6588,2022-08-22 11:19:44+00:00,Jaga kesehatan ges karena kalo kena cacar monyet kamu yg udah jelek bisa tambah jelek,1561674479020912645,martinezdean96,Jaga kesehatan ges karena kalo kena cacar monyet kamu udah jelek bisa tambah jelek,neutral
6592,2022-08-22 11:16:07+00:00,takut kena cacar monyet astaga,1561673566017445889,karuampam,takut kena cacar monyet astaga,neutral
6595,2022-08-22 11:12:55+00:00,"Ancaman serius bagi banyak negara di dunia. Korupsi nyata dan merugikan bangsa dan negara.

Gempa Kenceng TWITTER PLEASE DO YOUR MAGIC #cacarmonyet Jaga Persatuan Bangsa Kita Satria Indonesia #SinergiMerahPutih",1561672760719392768,wibissono,Ancaman serius bagi banyak negara dunia Korupsi nyata dan merugikan bangsa dan negara Gempa Kenceng TWITTER PLEASE YOUR MAGIC cacarmonyet Jaga Persatuan Bangsa Kita Satria Indonesia SinergiMerahPutih,positive
6596,2022-08-22 11:12:24+00:00,Ya Allah semoga si cacar monyet ini ga menyebar luas :( semoga pasien yang kena kemarin bisa sembuh dan ga sempet menular ke siapa siapa huhuhuuu,1561672632235220992,gyuseokiee,Allah semoga cacar monyet ini menyebar luas semoga pasien yang kena kemarin bisa sembuh dan sempet menular siapa siapa huhuhuuu,neutral
6597,2022-08-22 11:10:55+00:00,cacar monyet gejalanya apa? plis takut jd siluman,1561672257528664064,cchenlemwoya,cacar monyet gejalanya apa plis takut siluman,neutral
6601,2022-08-22 11:08:03+00:00,Ini cacar monyet bnran gasih?😔,1561671538474369024,cbmgyuu_,Ini cacar monyet bnran gasih,neutral
6604,2022-08-22 11:04:25+00:00,"seriusan gue belum sama sekali kena cacar, asli gue takut berpotensi kena cacar monyet nih cepet ke gue SKSJSHAJSJ TAKUT PLISSS TEMEN GUE BILANG KLO BELUM KENA CACAR NNTI CEPET KENA NYA",1561670621452374017,bamiecimol,seriusan gue belum sama sekali kena cacar asli gue takut berpotensi kena cacar monyet nih cepet gue SKSJSHAJSJ TAKUT PLISSS TEMEN GUE BILANG KLO BELUM KENA CACAR NNTI CEPET KENA NYA,neutral
6606,2022-08-22 11:03:27+00:00,"tuhkan baru bbrp hari ada berita di tv, cacar monyet serem 😔",1561670380456013824,klot_bret,tuhkan baru bbrp hari ada berita cacar monyet serem,neutral
6607,2022-08-22 11:03:04+00:00,"@convomf Ntar ada konspirasi lagi, cacar monyet adl buatan elite global",1561670282175455232,Anararaw,Ntar ada konspirasi lagi cacar monyet adl buatan elite global,neutral
6608,2022-08-22 11:03:03+00:00,"hduh cacar monyet ini, msa ntar sekolah sesi""an lagi :'). klo sklian daring sih gpp, klo sesi""an ga enk pliss 😭",1561670277544964097,cchochipss,hduh cacar monyet ini msa ntar sekolah sesi lagi klo sklian daring sih gpp klo sesi enk pliss,neutral
6609,2022-08-22 11:02:58+00:00,@MYUNGJIxUP km kena virus apah skrg kayaknya bukan cacar monyet,1561670256363315200,jaacalyn,kena virus apah skrg kayaknya bukan cacar monyet,neutral
6616,2022-08-22 10:59:03+00:00,"dumbasss 🤮🤮🤮🤮 klw u doyan ngewe ya kenapa gk cari pasangan yg bisa “dipake”?!!!
alesan cinta? ya kalau cinta lo nya yg berubah lah kontol! ngga ngewe sblm nikah juga gak bikin kena cacar monyet kok.",1561669273147228161,fundameeental,dumbasss klw doyan ngewe kenapa cari pasangan bisa dipake alesan cinta kalau cinta nya berubah lah kontol ngga ngewe sblm nikah juga gak bikin kena cacar monyet kok,neutral
6620,2022-08-22 10:54:59+00:00,"Sudah ampir mau 2 minggu sakit, sebenernya awak kenak cacar api cacar monyet wkwk",1561668247787012098,HannaCynthiaTia,Sudah ampir mau minggu sakit sebenernya awak kenak cacar api cacar monyet wkwk,neutral
6621,2022-08-22 10:53:39+00:00,@losteusta @catchmeupid Apa bedanya kalo cacar biasa sama cacar monyet?,1561667914134016001,kim_aciii98,Apa bedanya kalo cacar biasa sama cacar monyet,neutral
6622,2022-08-22 10:53:29+00:00,"Jujur, aku takut kena cacar monyet:(",1561667872761708544,kthcyjun_,Jujur aku takut kena cacar monyet,neutral
6627,2022-08-22 10:50:31+00:00,"@creamtpuff yea sptnya harus, e tapi monyet asli pernah kena cacar monyet ga????",1561667125483544576,esceyemine,yea sptnya harus tapi monyet asli pernah kena cacar monyet,neutral
6628,2022-08-22 10:50:30+00:00,"keren

tags; Ginting . Gempa . Kompolnas . Kenceng . Mahfud . Keramas . Raditya Dika . LGBT . Yuri . Presiden PKS . Sore . Lombok . Bali . Jessica Mila . Kerasa #UngkapMafiaJudiDanHukum #KenapaNggak #cacarmonyet",1561667121976786949,ndajelah,keren tags Ginting Gempa Kompolnas Kenceng Mahfud Keramas Raditya Dika LGBT Yuri Presiden PKS Sore Lombok Bali Jessica Mila Kerasa UngkapMafiaJudiDanHukum KenapaNggak cacarmonyet,neutral
6636,2022-08-22 10:47:40+00:00,"hmmmm cacar monyet dah masuk indo, apaga kampus bakalan online lagi?? please kalau online aing gak bisa gpp deh kalau offline kudu tempuh sekitar 50menitan, apalagi nih aku sems 3 kudu bisa fokus, mana di sems 3 nih bakalan magang 1 🙂",1561666408760889344,kimgurih,hmmmm cacar monyet dah masuk indo apaga kampus bakalan online lagi please kalau online aing gak bisa gpp deh kalau offline kudu tempuh sekitar 50menitan apalagi nih aku sems kudu bisa fokus mana sems nih bakalan magang,neutral
6639,2022-08-22 10:46:05+00:00,Kok bisa ya ada cacar monyet di indonesia?,1561666010251694082,nemonadee,Kok bisa ada cacar monyet indonesia,neutral
6647,2022-08-22 10:43:50+00:00,Cacar monyet meresahkan,1561665440677756928,rzdrsslm,Cacar monyet meresahkan,neutral
6648,2022-08-22 10:43:12+00:00,"Di kantor lagi banyak yang kena cacar, apakah itu cacar monyet???",1561665281810104320,wibiwonow,kantor lagi banyak yang kena cacar apakah itu cacar monyet,neutral
6654,2022-08-22 10:36:52+00:00,"@aescoupss aku juga aman. aku masih jabodetabek soalnya :D tp tetep stay safe ya, ly. ada kabar cacar monyet udah masuk ke indo juga kan. sehat selalu 💖",1561663689656520704,simpoversvt,aku juga aman aku masih jabodetabek soalnya tetep stay safe ada kabar cacar monyet udah masuk indo juga kan sehat selalu,positive
6657,2022-08-22 10:35:09+00:00,Tolong ya #cacarmonyet jangan masuk ke solo dulu sampe akhir taun gitu. Mau wisuda offline dulu sayaaa😑,1561663259215683584,meonggg00,Tolong cacarmonyet jangan masuk solo dulu sampe akhir taun gitu Mau wisuda offline dulu sayaaa,neutral
6659,2022-08-22 10:31:40+00:00,"Cacar monyet dah nyampe di jkt :,",1561662382111588355,shafirahryn,Cacar monyet dah nyampe jkt,neutral
6661,2022-08-22 10:31:16+00:00,"@collegemenfess Ada, soalnya cacar monyet serem banget melebihin covid",1561662282089672704,gurll0012,Ada soalnya cacar monyet serem banget melebihin covid,neutral
6664,2022-08-22 10:30:19+00:00,"FLASH: Filipina melaporkan kasus cacar monyet (monkeypox) dengan tidak ada riwayat perjalanan untuk pertama kalinya, menandakan adanya transmisi lokal di negara tersebut.",1561662040082903040,GoodDoggo107,FLASH Filipina melaporkan kasus cacar monyet monkeypox dengan tidak ada riwayat perjalanan untuk pertama kalinya menandakan adanya transmisi lokal negara tersebut,neutral
6667,2022-08-22 10:29:05+00:00,Semoga cowonya gak kena cacar monyet soalnya mukanya kaya monyet.,1561661730924572673,loqkasi,Semoga cowonya gak kena cacar monyet soalnya mukanya kaya monyet,neutral
6669,2022-08-22 10:26:44+00:00,@BaseAnakFK Cacar monyet?,1561661138898939907,_herrar_,Cacar monyet,neutral
6671,2022-08-22 10:26:15+00:00,"Covid mereda, cacar monyet menjelang. Hati-hati ya semuanya!",1561661017561919489,podcasthelloatl,Covid mereda cacar monyet menjelang Hati hati semuanya,neutral
6680,2022-08-22 10:20:10+00:00,@convomfs persiapan menyambut cacar monyet kh,1561659487034847232,hopeminkooky,persiapan menyambut cacar monyet,neutral
