Datetime,label,clean_text
2022-07-27 09:22:48+00:00,positive,senior pernah chat nanya atahu apa tiba tiba kasih link tweet cacar monyet sopankah
2022-07-27 09:02:42+00:00,positive,data who sendiri menyatakan jangkitan berlaku komuniti lgbt khususnya gay amp biseksual kumpulan sasar bukan bertujuan diskriminasi amat penting mengawal penyebaran jangkitan cacar monyet c19 guna cara begini kawal penyebaran
2022-07-27 08:41:47+00:00,negative,listrik gas bensin sembako naik perang heat wave panase gak ketulungan sekarang health emergency cacar monyet duh gusti paringono sabar
2022-07-27 06:04:32+00:00,positive,wah gak habis pikir sih sama tukang cukurnya afh iyh sanggup cukur jerapah robohin pager jis sayahnya cacar monyet bukan penyakit gay menginfeksi siapapun hmmm sebenernya neraka beneran gak sih
2022-07-27 03:13:20+00:00,negative,cacar monyet aka monkey pox has nothing with the monkey itself kan serius nanya banyak monyet
2022-07-27 00:21:16+00:00,positive,kan pernah bilang kalo cacar monyet nyampe indon pertama disalahin gay atahu mungkin lgbt jorok
2022-07-26 23:43:37+00:00,positive,iya sekarang darurat cacar monyet monkeypox jadi jangan lupa tetep jaga kontak manusia cuci tangan pakai antiseptik hand sanitizer hindari hewan pengerat stay healthy moots
2022-07-26 22:02:38+00:00,negative,jangan sampe cacar monyet
2022-07-26 20:22:37+00:00,negative,amit2 barusan mimpi kena cacar monyet
2022-07-26 17:33:29+00:00,positive,monkeypox atahu cacar monyet menular terutama kalangan gay laki2 bisexual paling bahaya laki2 bisexual sudah menikah memiliki keluarga berpotensi menularkan keluarganya meski resiko minim tetap resikonya spread this you care
2022-07-26 14:38:59+00:00,positive,cacar monyet tuh nyerang homo semua rata2 makany normal
2022-07-26 11:59:24+00:00,negative,jangan anggap remeh cacar monyet monkey pox pandemipun berawal kita meremehkan virusnya
2022-07-26 10:14:39+00:00,positive,akar masalahnya bukan lgbt nya kontaknya free sex nya yah soalnya cacar monyet tuh bukan bukan salah satu stds lewat kontak non seksual bisa transamaittable mau hetero atahu homo paling penting jaga kesehatan seksualnya
2022-07-26 09:53:37+00:00,positive,cekal cacar monyet sensus karantina kaum gay hombreng lesbong wadam wariamulaidaripeserta cfwscbd
2022-07-26 08:02:21+00:00,negative,takut banget cacar monyet
2022-07-26 07:40:11+00:00,positive,siap2 lampu uvc uvc light bakal digoreng buat pengobatan amp pencegahan cacar monyet ingat kejadian masker handsanitizer vitamin hingga tabung oksigen covid19 2020 2021
2022-07-26 07:19:32+00:00,positive,1501 aku punya teman baru burung biru ajak diskusi aids cacar monyet kayaknya diskusinya sepi mas bro hahaha berhasil media mencuci otak teman teman
2022-07-26 06:39:31+00:00,positive,normal nder kena cacar monyet kmu xixixi
2022-07-26 05:39:04+00:00,negative,who tetapkan cacar monyet darurat kesehatan global udah tahu berita sih duhhh covid belum selesai udah nambah aja penyakit baru
2022-07-26 04:40:48+00:00,positive,bis juga program fast track jadi model foto cacar monyet sama infeksi menular seksual
2022-07-26 04:33:54+00:00,positive,maknanya kalau gay sama gay main cacar monyet diam2 lepas marka lawa nak handsome terbercinta gay lepas club mlm balik mabuk lepas main cacar monyet merebak mcm aids maaf tak faham sangat cacar monyet
2022-07-26 04:26:28+00:00,positive,betoi gay banyak kena cacar monyet betoi2 dilaknat tuhan puak lgbt noh
2022-07-26 01:23:49+00:00,positive,malam masa bilang cacar monyet wkwkwkwkw kan cacar momnyet monkeypox lol
2022-07-26 00:23:39+00:00,positive,hahaha efek cacar monyet kelakuannya kayak monyet
2022-07-25 22:26:26+00:00,positive,cacar monyet real
2022-07-25 18:12:31+00:00,positive,bantu jawab kasus cacar monyet bisa terjadi pasangan hetero penularannya kan melewati cairan maupun benda pakai pasien
2022-07-25 15:53:50+00:00,negative,curious teruk wei apa penyebab cacar monyet
2022-07-25 15:33:45+00:00,positive,cepet cacar monyet mewabah indo lol
2022-07-25 15:18:51+00:00,positive,yaallah cacar monyet geli banget stay safe everyone
2022-07-25 14:13:22+00:00,positive,buat teman teman timeline selama sering bilang cacar monyet penyakitnya gay mungkin perlu diluruskan meskipun eropa banyak kasus penyakit diidap pelaku lagibete bukan berarti mereka yang terjangkit penyakit
2022-07-25 12:49:29+00:00,positive,bayangkan kau kongsi berus gigi member lepastu kena cacar monyet pastu semua tuduh kau main bontot cedewh
2022-07-25 12:48:58+00:00,negative,tkt cacar monyet gatahu eksim tuh gatelnya gatel seada adanya trs tadi aku peletusin keluar air
2022-07-25 12:08:53+00:00,negative,hah sorry ngarep apa sama pemerintah msh ingat covid kan trs habis vet mereka sdh laporkan kasus parasit darah cacing jantung anjing banyak temukan pemerintah ktnya tanggapan ngerti aja kalo cacar monyet masuk
2022-07-25 10:49:19+00:00,positive,skr bilang bkn penyimpangan samap virus hiv aids atahu virus cacar monyet bersarang tubuh yakin itu bkn pacar ngurus ibu bapak menghargai perbedaan bukan penyimpangan
2022-07-25 09:29:11+00:00,positive,jangan main atahu ketemu dulu gais soalnya takut kalian nyebarin cacar monyet aku
2022-07-25 09:17:05+00:00,negative,keur rame cacar monyet ayeuna padahal baturan urang mah geus tibaheula jiga monyetna
2022-07-25 08:42:32+00:00,positive,dah retweet pasal cacar monyet baca thread comment pasal menyesal buka pin tweet sekali aku bukak penuh gay porn ciot betul
2022-07-25 08:05:43+00:00,negative,badan kesehatan dunia who menetapkan kasus monkey pox atahu cacar monyet kejadian luar biasa kesehatan dunia virus monkey pox pertama kali terdeteksi kongo kini menjangkiti negara dunia who minta semua negara waspadai centahurus
2022-07-25 07:17:14+00:00,negative,cacar monyet serem banget worse than covid semoga semua sehat selalu
2022-07-25 06:43:23+00:00,positive,banyak gay kene cacar monyet
2022-07-25 03:45:46+00:00,negative,alien tsb penyebar virus covid cacar monyet bumi
2022-07-24 23:29:17+00:00,negative,cacar air sama api sih tahu cacar monyet apa bakal jadi buluan jiga monyet atawa kumaha
2022-07-24 18:18:36+00:00,positive,gua baca awal mula ada virus cacar monyet makan bangkai monyet bangkai tikus hutan please orang2 makan normal normal aja nasi pake sayur sawi gitu atahu pepes jamur payung bisa
2022-07-24 17:09:11+00:00,positive,mending joki mas ketimbang jadi gay ntar kena cacar monyet
2022-07-24 16:54:53+00:00,positive,cacar monyet lebih mudah ditemukan komunitas gay and lesbian
2022-07-24 15:10:46+00:00,negative,bodo amatttt tpi aku prediksi cacar monyet muncul pertama bali klo enggak yaaa minimal bekasi
2022-07-24 14:18:34+00:00,negative,cacar monyet kalo beneran pandemi kayak covid kacau sih
2022-07-24 14:06:06+00:00,negative,naon dei cacar monyet baru mau dull day loh besooookkkm
2022-07-24 11:02:17+00:00,negative,guys who menaikkan status monkey pox cacar monyet menjadi darurat kesehatan masyararkat sepertiuatiran internasional terjemahan bebas mohon hati2 rajin jaga kebersihan diri
2022-07-24 10:04:31+00:00,negative,cacar monyet atahu monkey pox disebabkan orthopoxvirus kelompok virus juga menyebabkan samaall pox cacar beberapa gejalanya demam sakit kekepala pembengkakan kelenjar getah bening diikuti ruam source asia nikkei juli 2022
2022-07-24 09:55:48+00:00,positive,cacar monyet katanya kemungkinan gede kena kaum kaum gay kalo temen gua cowo kena cacar monyet cemas gimana gitu
2022-07-24 09:54:01+00:00,negative,cacar monyet pulak sekarang
2022-07-24 09:40:03+00:00,negative,allah ajah cobaannya udh menuju endemi malah lagi cacar monyet
2022-07-24 09:29:26+00:00,positive,cacar monyet
2022-07-24 09:29:13+00:00,positive,aashley cacar monyet diorang kata kene dekat laki gay beromen dont worry
2022-07-24 09:14:22+00:00,negative,apa monkey pox kalo cacar jadi monyet
2022-07-24 09:14:09+00:00,positive,negara laen gitu kasih bikin enjoy tahun lalu covid sekarang cacar monyet sekarang kayaknya pohon palem botol lebih aman drpd manusia
2022-07-24 08:51:07+00:00,negative,cacat monyet atahu monkey pox cacar disebarkan melalui monkey luffy
2022-07-24 08:30:19+00:00,negative,iya jir dmn2 cacar monyet
2022-07-24 07:54:06+00:00,positive,diluar banyak kasus kena cacar monyet rata2 gay
2022-07-24 07:03:44+00:00,positive,cacar monyet kena declared emergency who inflation satu dunia perang rusia ukraine ekonomi lembab chaotic gila dunia skrg hahahahaha but worry not let dance with
2022-07-24 06:10:12+00:00,positive,hahaha bikin ngakak bacanya jangan dilayani mba cacar monyet namanya
2022-07-24 05:18:05+00:00,positive,hati guys pernah baca artikel kalo penyakit baru disebabkan hubungan sesama jenis namanya penyakit cacar monyet tetap waspada guys stay safe healthy
2022-07-24 04:19:36+00:00,positive,hari who menyatakan darurat kesehatan global cacar monyet safe
2022-07-24 03:34:05+00:00,positive,stay safe guys allah memberih cobaan bertubi tubi umat manusia hikmahnya harus senantiasa istighfar perbaiki ibadah jangan lupa patuhi protokol kesehatannya aku gatahu sih prokes buat cacar monyet gimana mungkin sama kaya covid
2022-07-24 03:20:53+00:00,positive,cacar monyet hahaha
2022-07-24 02:34:01+00:00,negative,terkena cacar monyet menjadi monkey luffy
2022-07-24 02:07:34+00:00,positive,badan kesehatan dunia who menyatakan kelompok homoseksual atahu gay kelompok lgbt lainnya kelompok rentan tertular virus monkey pox atahu cacar monyet pertama kali terdeteksi kongo salah satu negara paling miskin dunia kini jadi klb
2022-07-24 02:05:38+00:00,positive,badan kesehatan dunia who menetapkan monkey pox atahu cacar monyet kejadian luar biasa atahu klb kesehatan dunia virus pertama kali terdeteksi kongo salah satu negara miskin afrika kini menyebar negara kelompok gay sering kena virus
2022-07-24 02:01:59+00:00,negative,badan kesehatan dunia who meminta semua negara mewaspadai berjangkitnya monkey pox atahu cacar monyet termasuk virus omicron centahurus atahu sudah menjangkiti negara termasuk indonesia sudah melaporkan adanya kasus varian centahurus negaranya
2022-07-24 01:59:10+00:00,negative,kementerian kesehatan menanggapi keputusan badan kesehatan dunia who telah menetapkan virus monkey pox atahu cacar monyet darurat kesehatan dunia makin meningkatnya jumlah kasus monkey pox hampir negara salah satunya singapura
2022-07-24 01:56:51+00:00,negative,breaking news badan kesehatan dunia who resamai menetapkan cacar monyet atahu monkey pox darurat kesehatan dunia sabtu kemarin ada negara melaporkan adanya lonjakan jumlah kasus monkey pox negaranya china australia singapura
2022-07-23 17:58:54+00:00,positive,kopid sayah sabab galur virus novel gampang nularkeun ngaliwatan jalur napas nyerang orangan vital paru paru sareng maotkeun upami kopid sapertos oray cacar monyet sapertos tumbila penting kudu prihatin henteu sami ulah ragrag pikeun kasieunan
2022-07-21 10:50:14+00:00,positive,dah ambik vaksin cacar monyet kat luar negara konek masuk lubang bontot semua sebok beratur ambik vaksin takut penyakit tak takut tohan hahahahaha
2022-07-20 00:51:37+00:00,positive,cacar monyet sasar gay
2022-07-18 05:03:27+00:00,positive,semoga cowo ngomong gini tuh kena penyakit emang keliatan kalo suka main sana sini apa sih kemarin booming cacar monyet anjir semoga kena cacar monyet sembuh tuh barang
2022-07-18 02:07:16+00:00,positive,kalian sadari monkeypox cacar monyet udah mulai makin naik skrg takutnya kalau monkeypox jadi global darurat bencana will back march 2020 moment right
2022-07-11 16:41:50+00:00,positive,cacar monyet penyakitnya udah lama ditemukan cuma beberapa tahun kebelakang semakin banyak orang kena salah satunya aktifitas manusia gay sumber youtube sepulang sekolah
2022-07-11 14:51:28+00:00,positive,gila kenapa ngegiring opini kalo cacar monyet nularin pasti gay knp aku blg krna orang indo baca bakal mikir gitu zzzz
2022-07-11 13:24:44+00:00,positive,mkn tbtb lewat cacar monyet
2022-07-11 12:25:33+00:00,positive,baca info deh kak cacar monyet penularan terbanyaknya hubungan badan dari pasangan gay gatahu aku kenaa hubungan badan lesbian sama normal gak masuk sungguh menyusahkan bukan ini
2022-07-11 10:14:28+00:00,positive,kalo cacar monyet nyampe indon pertama disalahin gay
2022-07-08 12:06:11+00:00,negative,akepalagi bermutasi hadehh penipuan jahat mati semua harus cerdas contagion just myth germ theory fuck virus story fraud jangan biarkan diri ketakutan sesuatu saja tak mencoba memahami ketipu sana sini now cacar monyet dasar monyet
2022-07-01 00:23:40+00:00,negative,kwkwwk dalem hati lebi horor totol2 cacar monyet sabar dulu atahu berani bales dikantor dikatain kribo orang botak aslinya keriting ngatain keribo mekar krn skrg botak apa insecure gapernah berani manjangin rambut bang
2022-06-24 06:23:13+00:00,negative,pemerintah korea selatan resamai meningkatkan tingkat kewaspadaan negeri kimchi tersebut melaporkan adanya warganya positif terpapar virus monkey pox atahu cacar monyet warga korea selatan wajibkan terus memakai masker selama berada luar ruangan
2022-06-24 06:21:10+00:00,negative,presiden amerika serikat joe biden meminta warga amerika serikat mewaspadai adanya kemungkinan adanya pandemi baru covid juga monkey pox atahu cacar monyet telah menjangkiti hampir semua negara dunia terbaru korea selatan singapura
2022-06-24 06:18:46+00:00,negative,breaking news korea selatan baru mengumumkan adanya kasus monkey pox atahu cacar monyet negaranya presiden korea selatan yoon suk yeol meminta warganya semakin waspada adanya penyakit baru tersebut warga korea selatan terpapar monkey pox
2022-06-22 03:53:51+00:00,positive,whyyyyyyyyyyyyy baru nak have fun tiba tiba dengar kes import cacar monyet kat country terus macam omg
2022-06-22 01:17:33+00:00,positive,jelas sejuta lgbt merusak physic amp moral anak bangsa lihat inggris spanyol kaum gay amp biseksual diserang cacar monyet atahu monkeypox baru bala turun gimana klo datang bencana alam atahu azab jadi masyarakat suka lgbt kena dampaknya
2022-06-21 09:21:23+00:00,positive,mudah mudahan menular klo inggris spanyol terserang cacar monyet monkeypox umumnya kaum gay biseksual entahlah klo negeri aku tak tahu jelas pada video orang barusan vaksin dosis
2022-06-16 08:14:26+00:00,positive,beredar sebuah artikel berita mengklaim spanyol seluruh pasien cacar monyet penyuka sesama jenis lebih spesifik artikel tersebut merupakan kaum gay atahu homo
2022-06-16 02:44:30+00:00,negative,virus cacar monyet monkey pox dikesan air mani dehek
2022-06-13 08:00:23+00:00,negative,baru ajah kemarin disuruh lepas masker skrg pakai masker ohh sorry tuhan memberikan oksigen dihirup bukan disaring membuat sesak penyakit pmk sama cacar monyet ajah lanjutin biar inovatif dikit
2022-06-11 10:56:48+00:00,negative,segera dokter waspadai monkey pox cacar monyet
2022-06-09 07:39:56+00:00,negative,cacar monyet akepalagi sih kok serem
2022-06-09 05:41:12+00:00,negative,kelompok umur oleh who katakan kelompok rentan tertular virus monkey pox atahu cacar monyet kelompok balita kelompok remaja kelompok lansia kelompok bawah umur lima tahun badan kesehatan dunia who mencatat negara endemik monkey pox
2022-06-09 05:35:53+00:00,negative,indonesia warning negara terdekatnya singapura mengkonfirmasi adanya peningkatan jumlah kasus monkey pox atahu cacar monyet negara pulau tersebut indonesia saat belum menemukan adanya kasus monkey pox atahu cacar monyet wilayahnya
2022-06-09 05:33:14+00:00,negative,kementerian kesehatan singapura mengkonfirmasi adanya peningkatan jumlah kasus monkey pox atahu cacar monyet negaranya perdana menteri singapura meminta warganya tidak melakukan perjalanan negara endemik monkey pox kongo afrika inggris spanyol portugal
2022-06-08 23:48:37+00:00,negative,duh berita lagi apa kaya mau memberih panggung buat kaum tusbol takut apa sama cacar monyet
2022-06-08 05:52:18+00:00,positive,lgbt merusak physic moral anak bangsa lihat inggris spain usa banyak gay biseksual serang virus cacar monyet atahu monkeypox emangnya kesehatan fet mengandung penyakitan terserang hiv spellis kok
2022-06-07 23:49:12+00:00,positive,aku kan bilang lgbt merusak physic moral anak bangsa banyak terjadi contoh2 negatif lgbt kota pati jateng gay bisa melepas burungnya rsu gay terkena virus hiv spellis inggris spanyol gay biseksual terkena cacar monyet monkeypox
2022-06-07 13:51:44+00:00,positive,tambahan sedikit hiv aids cacar monyet penyakit sexual menular lainnya tidak krn orang tersebut lgbt semua orang terkena penyakit kalau orang tsb melakukan sex bebas
2022-06-07 09:41:51+00:00,negative,duh kaum sodom makin songong aja nih vaksin takut bawa penyakit cacar monyet
2022-06-07 04:41:37+00:00,positive,mulai waspada nih guys 550 virus cacar monyet udah dikonfirmasi who berbagai negara stay safe
2022-06-06 10:47:17+00:00,negative,hati2 kena cacar monyet
2022-06-06 00:01:46+00:00,negative,wabah cacar monyet mulai menjadi ancaman serius seluruh dunia taiwan waspadai berjangkitnya monkey pox atahu cacar monyet negaranya taiwan negara asia pertama kali melegakan pernikahan sejenis jepang thailand akhirnya melegakan tersebut
2022-06-05 02:56:03+00:00,positive,positive cacar monyet min
2022-06-04 16:49:41+00:00,positive,richard neher seorang ahli biologi evolusi komputasional university basel berdasarkan garis waktu evolusi normal ilmuwan mengharapkan virus cacar monyet mengambil banyak mutasi selama mungkin tahun agak luar biasa
2022-06-04 07:52:48+00:00,negative,kementerian kesehatan thailand laporkan adanya warganya terpapar virus monkey pox atahu cacar monyet thailand waspadai warga negara asing masuk negaranya terutama negara endemik monkey pox kongo afrika inggris spanyol amerika serikat portugal
2022-06-04 07:51:02+00:00,negative,badan kesehatan dunia who menyatakan monkey pox atahu cacar monyet menjadi ancaman baru kesehatan dunia omicron kabar terbaru pemerintah thailand waspadai masuknya warga negara asing asal inggris spanyol portugal tingginya kasus monkey pox
2022-06-03 16:11:34+00:00,negative,anjir random banget cacar monyet
2022-06-03 09:43:56+00:00,positive,kan tahu kejadian level nasional maupun internasional kota pati gay sodomi melepas burungnya rsu pasien gay kena hiv spelis inggris spanyol amp pasien gay biseksual terkena penyakit cacar monyet atahu monkeypox baru bala turun
2022-06-02 22:48:05+00:00,positive,kasih nama cacar monyet siapaaa sii kasian spesies simpanse sebangsa monyet jadi ancur gara kelakuan manusia gak punya otak kayak kaum gay
2022-06-02 13:28:12+00:00,positive,jir teu usum ayeuna jaman cacar monyet boss haha
2022-06-02 07:08:45+00:00,positive,biar cacar monyet ngak menular normal
2022-06-02 02:59:50+00:00,negative,apa perlu negara melakukan lock down mencegah penyebaran cacar monyet menghadapi covid
2022-06-02 01:29:17+00:00,negative,aku kira cacar monyet andai mengerikan
2022-06-01 17:49:50+00:00,negative,cacar monyet akepalagi astaga dunia udah gila
2022-06-01 15:18:43+00:00,positive,covid hepatitis akut skrg cacar monyet pantes buruburu nikah
2022-06-01 12:36:02+00:00,negative,emil diem kalo kena cacar monyet lelaki sejati intinya gak suka sama laki laki udah gitu aja sih syarat wajib minimal
2022-06-01 07:08:12+00:00,positive,kok orang langsung ngomong aku kamu takut cacar monyet apa kan kamu gay huft baca judul doang
2022-06-01 07:06:09+00:00,negative,scabies mungkin jangan panik adik aku pernah kaya gtu viral cacar monyet kasih salep hydrocotisone adik kasih amoxilin yusimox serbuk seduh sendiri warna pink
2022-06-01 04:17:22+00:00,positive,cacar monyet
2022-06-01 03:42:38+00:00,positive,cacar berasal gay bukan binatang ingat asal penyakit aids katanya monyet simpanse tahun 1982 sekarang terungkap asalnya gay sex laki laki cacar juga mau dibilang monyet padahal kaum
2022-06-01 03:37:36+00:00,positive,rame cacar monyet aku pernah cacar monyet sampe rambut itu nyiksa banget stay safe moots
2022-06-01 03:35:44+00:00,positive,tags best global drama ost kang loker jin cacar monyet nakes ganteng pelecehan
2022-06-01 03:33:09+00:00,positive,udah lagi varian baru nih cacar monyet
2022-06-01 03:00:20+00:00,positive,takut banget sama cacar monyet akhir akhir marak dibahas katanya penyebarannya lewat droplets ini mah forever wearing masker stay safe guys jangan sampe kecolongan waspadacacarmonyet
2022-06-01 02:49:45+00:00,positive,ngerasa kena gejala penyakit cacar monyet better buruan check dokter deh takutnya keburu nularin lain soalnya setahuku cacar monyet nyebarnya cepet banget waspadacacarmonyet
2022-06-01 02:35:59+00:00,negative,kemarin virus covid corona sekarang virus cacar monyet mantap
2022-06-01 02:29:32+00:00,positive,cacar monyet jadi nyebar mana sih stay safe mentemen waspadacacarmonyet
2022-06-01 02:17:02+00:00,negative,guys btw kalian udah tahu tentang cacar monyet pas liat gambar cacar monyet badan orang terjangkit tuh ngeri kalian stay safe ikuti arahan pemerintah jaga protokol kesehatan jangan menyepelekan yaa waspadacacarmonyet
2022-06-01 02:13:28+00:00,positive,baru kelar covid ada cacar monyet habis habis dahh huhuhu stay safe deh waspadacacarmonyet
2022-06-01 02:12:24+00:00,positive,kucari tahu kena cacar monyet tuh mostly laki laki laki laki lebih waspada yang perempuan jangan sampe lengah bestie waspadacacarmonyet
2022-06-01 02:10:05+00:00,positive,tingkat kan ayo kesadaran buat jaga kesehatan lebih ketat cacar monyet beneran berbahaya pokoknya waspada stay healthy okay waspadacacarmonyet
2022-06-01 02:07:53+00:00,negative,duh jadi takut semoga masuk indonesia wabah virus cacar monyet
2022-06-01 02:03:55+00:00,positive,nih aku kasih tahu ngerasa kena gejala penyakit cacar monyet better buruan check dokter deh takutnya keburu nularin lain soalnya setahuku cacar monyet nyebarnya cepet banget waspadacacarmonyet
2022-06-01 01:57:44+00:00,positive,ciri ciri cacar monyet tuh emang gak jauh beda sama cacar biasa ngeri huhuhuu stay safe yall selalu jaga kebersihan kesehatan waspadacacarmonyet
2022-06-01 01:49:28+00:00,positive,nahh takut banget sama cacar monyet akhir akhir marak dibahas katanya penyebarannya lewat droplets ini mah forever wearing masker stay safe guys jangan sampe kecolongan waspadacacarmonyet
2022-06-01 01:47:48+00:00,positive,yah habis berpergian keluar kota negeri sepulang sana jangan lupa medical check rumah sakit guys soalnya marak virus cacar monyet negara eropa takutnya indonesia kecolongan stay safe yall waspadacacarmonyet
2022-06-01 01:46:20+00:00,negative,wahh habis baca berita monkeypox atahu penyakit cacar monyet tuh ngeri banget ampun akepalagi coba barusan mau keluar jeratan covid udah virus baru huhuhu stay safe temen temen waspadacacarmonyet
2022-06-01 01:36:14+00:00,negative,wow sangat mengejutkan tadi habis baca berita monkeypox atahu penyakit cacar monyet tuh ngeri banget ampun akepalagi coba barusan mau keluar jeratan covid udah virus baru huhuhu stay safe temen temen waspadacacarmonyet
2022-06-01 01:28:22+00:00,positive,penyuluhan edukasi mengenai penyakit cacar monyet memang kurang sekali indonesia jadi banyak orang aware waspadacacarmonyet
2022-06-01 01:27:38+00:00,positive,gejala cacar monyet mirip banget sama cacar air biasa bedain nya pembengkakan kelenjar getah bening jadi stay safe guys terus patuhi protokol kesehatan diri sendiri waspadacacarmonyet
2022-06-01 01:21:41+00:00,positive,jujursihh penasaran banget aku sama cacar monyet tbtb rame ternyata mostly kena tuh laki laki biasanya nyebar lewat hubungan seksual waspadacacarmonyet
2022-06-01 01:19:44+00:00,positive,buatt kalian nihhh pada habis berpergian keluar kota negeri sepulang sana jangan lupa medical check rumah sakit guys soalnya marak virus cacar monyet negara eropa takutnya indonesia kecolongan stay safe yall waspadacacarmonyet
2022-06-01 01:18:35+00:00,negative,virusnya hewan manusia cacar monyet baru kasus covid turun pdhl afrika udah rame kasus ini yaudalah guys ini menular harus ubah gaya hidup sehat imunnya lebih kuat ngehalang virus apapun waspadacacarmonyet
2022-06-01 01:18:00+00:00,positive,for your info nih kalian pas liat gambar cacar monyet badan orang terjangkit tuh ngeri banget jujur bentol bentolnya besar besar gitu huhuhu pasti sakit gatel banget kalian stay safe ikuti arahan pemerintah jaga protokol kesehatan waspadacacarmonyet
2022-06-01 01:17:29+00:00,positive,meskipun who udah announced kalo cacar monyet gak bakal jadi pandemi tetep aja ketar ketir iya kalo satu orang terpapar kalo massal waspadacacaemonyet
2022-06-01 01:14:46+00:00,positive,sebenernya berita cacar monyet masih simpang siur ttp gaes harus jaga kesehatan protokol kesehatan yap jangan lengah biar bisa kehidupan biasa stay safe waspadacacarmonyet
2022-06-01 01:13:00+00:00,positive,ngeri banget ngeliat cacar monyet lagiarak bangett kalian jaga protokol kesehatannya jangan bandel biar ngga kepapar stay safe temen temen waspadacacarmonyet
2022-06-01 01:11:49+00:00,positive,gue baru tahu kalau cacar monyet kebanyakan korbannya laki laki meskipun gitu laki laki perempuan tua muda aware jangan sampe lengah stay safe everyone waspadacacarmonyet
2022-06-01 01:11:31+00:00,positive,jangan sampe kalian ngeremehin cacar monyet katanya gejalanya relatif ringan terus seenaknya ngendorin protokol kesehatan pokoknya jangan guys please banget yok jaga kesehatan waspadacacarmonyet
2022-06-01 01:09:44+00:00,negative,thailand udah mulai laporan orang terjangkit cacar monyet waktu transit bandara bangkok makin waspadacacarmonyet nih guys
2022-06-01 01:08:19+00:00,positive,penasaran banget aku sama cacar monyet lgi rame ternyata mostly kena tuh laki laki guys terus biasanya nyebar lewat hubungan seksual wah ngeri banget waspadacacarmonyet
2022-06-01 01:08:04+00:00,positive,cacar monyet jadi penyakit endemik afrika tbtb menyebar beberapa negara eropa digadang gadang salah satu konspiresyen memang sengaja nyebarin virus pokonya kalian stay safe aja jangan sampe kecolongan waspadacacarmonyet
2022-06-01 01:07:40+00:00,positive,kemenkes udah ngeluarin surat edaran virus cacar monyet gais mungkin dibaca baca stay safe yaa semua waspadacacarmonyet
2022-06-01 01:07:23+00:00,negative,duh corona kelar ditambahin hepatitis akut terus ditambahin sama cacar monyet satu satu jangan gerudukan gini serem gengsss jangan lengah sama protokol kesehatan waspadacacarmonyet
2022-06-01 01:06:58+00:00,positive,pertengahan kelas dilanjut gapyear sekarang mulai kuliah masih aja penyakit baru muncul bukan baru sih kalo cacar monyet tuh orang udah jadi penyakit endemik afrika everyone should stay safe waspadacacarmonyet
2022-06-01 01:06:29+00:00,positive,cacar monyet termasuk penyakit endemik afrika kalo sampe nyebar benua tuh gimana gitu baca baca berita berita tweet orang orang katanya paling rentan kena cacar monyet diluar afrika tuh gay waspadacacarmonyet
2022-06-01 01:06:16+00:00,negative,mau eropa zoo atahu pun ada monyetnya banget mah jaga kesehatan jangan sampe pulang pulang bawa cacar monyet waspadacacarmonyet
2022-06-01 01:06:07+00:00,positive,cacar monyet setelah kubaca diberita lumayan ngeri meskipun tingkat kematiannya ngga setinggi covid penyebarannya ngeri bisa nyebar lewat udara aware guys waspadacacarmonyet
2022-06-01 01:03:09+00:00,positive,sebenernya cacar monyet kan penyakit lama udah jadi endemik afrika baru santer banget akhir akhir karena udah mulai nyebar negara negara stay safe yall waspadacacarmonyet
2022-06-01 01:02:41+00:00,positive,habis berpergian keluar kota negeri sepulang sana jangan lupa medical check rumah sakit guys soalnya marak virus cacar monyet negara eropa takutnya indonesia kecolongan stay safe all waspadacacarmonyet jangan lengah guys
2022-06-01 01:01:31+00:00,positive,okay sekarang harus waspada dehh sama cacar monyet gejalanya demam tinggi sakit kekepala hebat nyeri otot lemas nyeri punggung sama pembengakakan kelenjar getah bening makanya yuk lah jaga kesehatan waspadacacarmonyet
2022-06-01 01:01:13+00:00,positive,habis baca berita penyakit cacar monyet ternyata ngeri hati hati temen temen stay safe waspadacacarmonyet
2022-05-31 17:27:36+00:00,negative,what the fucking hell emang sumber cacar monyet sayah2 perilakunya
2022-05-31 15:58:47+00:00,negative,trus orang vade kipi cacar monster monyet long covid day gimana dok bukankah semua berawal covid
2022-05-31 12:30:32+00:00,negative,konfiden betul tadi sembang2 pasal cacar monyet aku cakap penyakit macam chicken chop padahal aku nak cakap chicken pox lol
2022-05-31 11:42:54+00:00,positive,hadehh corona selesai muncul virus cacar monyet auh ahh diakibatkan lgbt makanya jadi orang jangan ngadi2 deh hidup manusia normal aja ngga sih jadi kesell hikss
2022-05-31 11:06:32+00:00,positive,baca baca artikel cacar monyet ternyata penyakit endemik afrika sayah kalau keluar afrika who paling rentan kena cacar monyet luar afrika pria gay biseksual bisa menular melalui hubungan seks
2022-05-31 10:14:47+00:00,negative,mungkin belum tahu soal penyakit baru merebak cacar monyet namanya monkey pox browsing ajaaaa
2022-05-31 09:16:04+00:00,positive,bagiku namanya lgbt tetap merusak physic amp moral buktinya hari lewat inggris banyak ditemukan pasien gay biseksual diserang penyakit cacar monyet atahu monkeypox spanyol juga kamar mandi sauna gay ditutup berisiko diserang cacar monyet sama saza
2022-05-31 03:31:49+00:00,negative,yang tahu monkey pox disebut cacar monyet chicken pox gak disebut cacar ayam dok sayastesi aauw bantu jawabnya
