,Datetime,clean_text,label
8388,2022-08-20 17:30:30+00:00,ini bekas cacar monyet masi ada muka gue sampe skrg sebiji sih,neutral
8393,2022-08-20 17:24:05+00:00,Gatau sih ini cacar monyet beda sama dulu atau sama aja tapi tahun 2007 adek gue udh kena cacar monyet dan heboh sama sekali dokter juga biasa aja ini bukan cacar air ini namanya cacar monyet nyokap bingung dengernya tapi gapapa dokter juga santai aja,neutral
8396,2022-08-20 17:19:47+00:00,udh kaya monyet masa kena cacar monyet,neutral
8397,2022-08-20 17:17:30+00:00,agustus jadi tersangka pembunuhan birgadir yosua agustus cacar monyet terkonfirmasi pertama jkt Wkwkwk seru bgt indonesia taun hari udh disurpresin bnyak bgtz,neutral
8398,2022-08-20 17:16:32+00:00,cacar monyet apa gejalanya,neutral
8399,2022-08-20 17:12:20+00:00,OHIYAAAAA cacar monyet udah ada per hari ini,neutral
8400,2022-08-20 17:09:42+00:00,kenapa gak cacar monyet klaster ppsmb amp gelex,neutral
8402,2022-08-20 17:07:56+00:00,Covid reda terbitlah cacar monyet,neutral
8403,2022-08-20 17:07:10+00:00,Cacar monyet lebih serem dari pacar kaya monyet gasi,neutral
8404,2022-08-20 17:04:53+00:00,temen gua baru kena cacar wehh tapi gatau yang monyet atau bukan btw rang depok,neutral
8405,2022-08-20 17:03:59+00:00,Monyet skli cacar monyet ini,neutral
8406,2022-08-20 17:02:21+00:00,adekku pas kecil pernah cacar monyet itu kek skrg apa ngga bingung,neutral
8407,2022-08-20 17:01:07+00:00,otw sarjana cacar monyet sprtiku sarjana kyupid,neutral
8411,2022-08-20 16:51:25+00:00,Allaah Indonesia udah ada cacar monyet Semoga yanhlg terkena pertama kali cepet sembuh dan penyakit cacar monyet gak menyebar luas aamiin,neutral
8412,2022-08-20 16:50:27+00:00,Ati2 ada cacar monyet,neutral
8413,2022-08-20 16:48:06+00:00,gatel lek iyo sama cacar monyet bro,neutral
8414,2022-08-20 16:47:24+00:00,Belum pernah vaksin covid muncul lagi cacar monyet Vibes Akhir jaman emang beda,neutral
8418,2022-08-20 16:41:15+00:00,Cacar monyet udah masuk Indo Yang kena karna abis jalan2 Sedihlah Awal cacar monyet apa sih,neutral
8419,2022-08-20 16:41:14+00:00,Cacar monyet ngocok dalgona lagi kita,neutral
8421,2022-08-20 16:39:51+00:00,apasihh cacar monyet tai manusia banyak tingkah,neutral
8425,2022-08-20 16:37:00+00:00,tkutt cacar monyet ndut aph tkut monyet,neutral
8426,2022-08-20 16:35:30+00:00,pls lah ini serem bgt cacar monyet bulet bulet nya,neutral
8427,2022-08-20 16:34:28+00:00,Waduh gatau mana pokonya cacar monyet pertama indo kata nya,neutral
8428,2022-08-20 16:34:17+00:00,Temen gue kena kalimantan dokter konfirm cacar monyet,neutral
8431,2022-08-20 16:30:06+00:00,Kena cacar monyet,neutral
8432,2022-08-20 16:29:43+00:00,adinda habis ini ada produk krim malam anti cacar monyet,neutral
8433,2022-08-20 16:28:35+00:00,Ini pegimana kemenkes kok ngarep banget cacar monyet bisa jadi pendemi keyak ccovid Itu penderita baru cepat dikarantina obatin trus vaksin biar ndk jadi pendemi Ekonomi dah,neutral
8436,2022-08-20 16:25:06+00:00,Berarti penyakit adek dulu itu bukan cacar monyet kali Dokternya salah gitu,neutral
8437,2022-08-20 16:25:05+00:00,Dulu adek pas masih pernah dikasitau dokter kena cacar monyet Terus dulu mikirnya huge bgt kirain adek pertama Coba kalo bener berarti ntar beritanya pasien tsb adalah dulunya adalah anak laki2 berusia skrg sudah menjadi pria dewasa berumur,positive
8438,2022-08-20 16:23:06+00:00,Badan kesehatan dunia who menyatakan bahwa penularan virus monkey pox atau cacar monyet bisa terjadi karena adanya sentuhan secara fisik antara orang yang terkena virus tersebut dengan orang yang sebelumnya tidak terkena virus monkey pox tersebut hindari bersentuhan langsung,negative
8439,2022-08-20 16:22:42+00:00,stev kan pcr nya buat covid stev coba pcr nya buat cacar monyet,neutral
8441,2022-08-20 16:21:35+00:00,semoga kasus cacar monyet gak masuk Balikpapan,neutral
8442,2022-08-20 16:21:20+00:00,when gue lagi seneng terus dapet kabar cacar monyet udah jakarta,neutral
8444,2022-08-20 16:20:30+00:00,Cacar monyet itu begimana,neutral
8445,2022-08-20 16:20:30+00:00,Ish tolong bangettt tanpa cacar monyet aja gua udeh kaya monyet ini bentukannn Jan nambah2 keinsecueran gua anjirrrrr flisssssssss,neutral
8446,2022-08-20 16:20:03+00:00,Kementerian kesehatan meminta masyarakat untuk selalu menjaga kesehatan dan tidak bersentuhan dengan sembarangan orang mengingat penularan virus monkey pox atau cacar monyet terjadi karena adanya sentuhan secara langsung antara pasien positif monkey pox dengan orang lain,negative
8447,2022-08-20 16:19:35+00:00,Gaperlu cacar mantan gua udah paling monyet sih,neutral
8449,2022-08-20 16:17:43+00:00,Abis covid muncul cacar monyet yok tebak 2thn lagi muncul apaan,neutral
8450,2022-08-20 16:17:37+00:00,Juru bicara kementerian kesehatan menyatakan bahwa virus monkey pox atau cacar monyet tidak begitu berbahaya meskipun sangat menular cacar monyet bisa sembuh dengan sendirinya monkey pox tidak berbahaya jika dibandingkan dengan Covid tegas juru bicara Kemenkes,negative
8452,2022-08-20 16:16:01+00:00,Cacar monyet bisa sembuh sendiri Betul Asal sistem kekebalannya bekerja dengan baik Jadi gak ada yang perlu dikhawatirkan Jangan buru buru menyimpulkan Yang dirusak itu tmsk kulit Estetik Bbrp melaporkan nyeri Inkubasi hari Isoman bisa bulan kalo kena,neutral
8453,2022-08-20 16:15:22+00:00,Kemenkes mengkonfirmasi kasus Monkeypox cacar monyet Indonesia Seorang pria berusia tahun Jakarta didiagnosis melalui tes PCR dan saat ini menjalani isolasi rumah,neutral
8456,2022-08-20 16:13:44+00:00,Juru bicara kementerian kesehatan menyatakan bahwa pasien pertama positif virus monkey pox atau cacar monyet Indonesia adalah seorang laki laki warga Jakarta dan berusia tahun pasien sebelumnya pernah bersentuhan dengan pasien positif monkey pox luar negeri,negative
8458,2022-08-20 16:12:02+00:00,Breaking news Kementerian kesehatan sore ini mengumumkan pasien pertama positif virus monkey pox atau cacar monyet juru bicara kementerian kesehatan menyebut bahwa pasien positif monkey pox adalah warga Jakarta berusia tahun dan berjenis kelamin laki laki,negative
8459,2022-08-20 16:10:07+00:00,rupanya produsen cacar monyet sudah mulai meningkat,neutral
8460,2022-08-20 16:09:55+00:00,Azab suka ngatain orang pake nama binatang Penyakitnya serba binatang semua Flu burung flu babi cacar monyet Kira2 apa selanjutnya,neutral
8461,2022-08-20 16:09:40+00:00,Nyokap pernah blg cacar monyet udh pernah ada dulu Gatau bener apa ngga sih Nyokap sih blg ciri2nya lbh besar2 lbh berair lbh bernanah lbh berbau amis gitu gatau itu cacar monyet apa azab dah paham,neutral
8464,2022-08-20 16:02:55+00:00,plis jgn pada kena masa udah mahal2 IPL ngilangin jerawat ketularan cacar monyet,neutral
8466,2022-08-20 16:01:00+00:00,cityx Gejala dimulai dengan demam sakit kepala nyeri otot dan kelelahan Perbedaan utama antara gejala cacar air dan cacar monyet adalah bahwa cacar monyet menyebabkan pembengkakan pada kelenjar getah bening limfadenopati sedangkan cacar air info dari google,neutral
8468,2022-08-20 15:59:16+00:00,yah cacar monyet dah masuk jkt,neutral
8469,2022-08-20 15:58:41+00:00,cacar monyet ditemukan kita kembali diingatan pentingnya menjaga kebersihan,neutral
8470,2022-08-20 15:57:05+00:00,carnyet aka cacar monyet ternyata udh ada kasus indo hufff semangat higiene diri masing2 yaaa,neutral
8472,2022-08-20 15:53:51+00:00,Cacar monyet,neutral
8473,2022-08-20 15:53:24+00:00,Penyakit cacar monyet kak,neutral
8476,2022-08-20 15:52:06+00:00,PECAHH INDONESIA MELAPORKAN KASUS PERTAMA DARI CACAR MONYET,neutral
8477,2022-08-20 15:51:40+00:00,auww Iya betul kak karena flu singapur juga punya beberapa kemiripan sama cacar monyet,neutral
8482,2022-08-20 15:50:38+00:00,ADUH SEREM LAGI CACAR MONYET,neutral
8483,2022-08-20 15:50:08+00:00,here berita orang positif cacar monyet pliss ini udh enak sekolah offline jngn aneh aneh lagi yaAllah,neutral
8484,2022-08-20 15:49:13+00:00,teman kaya monyet bisa keserang cacar monyet,neutral
8486,2022-08-20 15:48:12+00:00,Sebenernya bisa dikatakan juga kak itu terkena flu singapur kalau memang jauh sebelum issue cacar karena flu singapur hampir mirip juga dengan cacar monyet dan hampir menyeluruh Hanya saja cacar monyet ada pembengkakan kelenjar getaj bening kak,neutral
8487,2022-08-20 15:47:40+00:00,Penyakit apaan lagi cacar monyet Cewe gatel cowo orang baru namanya anak monyet,neutral
8488,2022-08-20 15:46:04+00:00,ehh cacar monyet serem bgt gila TAKuT,neutral
8489,2022-08-20 15:45:20+00:00,Gausah keluar2 kota dulu kali yeee mpe bulan cacar monyet serem euy,neutral
8490,2022-08-20 15:44:33+00:00,Itu cacar air biasa apa cacar monyet kak Itu jauh sebelum ada issue cacar monyet kak tpi ciri2nya sama seperti jelasin tdi,neutral
8491,2022-08-20 15:42:00+00:00,siapa kena cacar monyet,neutral
8492,2022-08-20 15:41:46+00:00,Cacar monyet menanti dubur kaum laknat,neutral
8494,2022-08-20 15:39:54+00:00,allah swmoga akugak kena cacar monyet pls mending demam kena cacar,neutral
8495,2022-08-20 15:39:35+00:00,cacar monyet kek gimana dah,neutral
8496,2022-08-20 15:39:11+00:00,Cher mending kamu jangan dulu deh soalnya ada pasien cacar monyet pertama jkt,neutral
8498,2022-08-20 15:38:27+00:00,Dan mari kita buat duta cacar monyet,neutral
8499,2022-08-20 15:37:46+00:00,Covid aja msh ada masa mau tambah dgn cacar monyet Berita covid ngga besar besarkan berita cacar monyet mulai besar besarkan Aku aja udh vaksin ketiga kalinya masa mau vaksin Bosen,neutral
8500,2022-08-20 15:37:42+00:00,lolos level covid pikir gak bisa lewatin level cacar monyet Haha temen banyak kek monyet brooow,positive
8501,2022-08-20 15:37:30+00:00,Please tolong diperhatikan masalah ini Jangan sampai menyebar daerah Kabupaten Tangerang dan sekitarnya CacarMonyet,neutral
8502,2022-08-20 15:37:12+00:00,Serius nanya emg akibat dari cacar monyet ini seberbahaya itu kah Kan cacar mah Indonesia udh ada dri dulu,neutral
8504,2022-08-20 15:34:28+00:00,ada cacar monyet,neutral
8507,2022-08-20 15:34:05+00:00,Ketika rame2nya covid gelombang aku kena Pas gelombang aku kena Ini pas rame2nya cacar monyet aku kena cacar air Takut sekali wkwk Sehat2 deh badaannn,neutral
8508,2022-08-20 15:33:37+00:00,Urusan perjerawatan aja bikin senewen ini ditambah ada cacar monyet,neutral
8509,2022-08-20 15:32:49+00:00,Cacar monyet menurut lebih nyeremin soalnya kalopun sembuh ngilangin bekas lukanya bakalan lama bgt anjiiirr bekas cacar air aja masih adaaa mana kena cacar air apakah akan lebih rentan kena cacar monyet,neutral
8510,2022-08-20 15:32:31+00:00,Gejala awalnya itu demam dan ruam merah kak nanti muncul bintik merah seperti cacar monyet Apabila bintik area telapak tangan dan mulut untuk bintik itu sampai sekitar kemaluan kak Mudah lelah demam biasanya sampai lebih,neutral
8514,2022-08-20 15:30:48+00:00,itu cacar monyet jkt,neutral
8515,2022-08-20 15:28:24+00:00,Setelah suntik vaksin segera hadir suntik vaksin cacar monyet Suwe bolong iki,neutral
8517,2022-08-20 15:25:29+00:00,Semoga teman temanku gak kena cacar monyet cukup kelakuannya aja yang kaya monyetttt,neutral
8521,2022-08-20 15:23:12+00:00,iship aja blm daftar cacar monyet keburu masuk Allah,neutral
8522,2022-08-20 15:23:05+00:00,Ini cacar monyet setelah kembangkan Lebih berbahaya dan cepat penularannya,neutral
8523,2022-08-20 15:22:21+00:00,Plis cacar monyet dinerf aja bangsat,neutral
8524,2022-08-20 15:21:51+00:00,Hahaha dan kasian monyet namanya dipake buat cacar pdhal aslinya bukan,positive
8525,2022-08-20 15:21:19+00:00,Tapi cacar monyet gmn bekerjanya deh soalnya kalo cacar ular tuh cuma bisa terjadi orang udh pernah kena cacar normal gatau namanya apa maaf,positive
8526,2022-08-20 15:20:38+00:00,Gue udah pernah kena cacar uler Apakah uler dlm diri gue bisa kuat melawan cacar monyet,neutral
8527,2022-08-20 15:20:18+00:00,Cacar monyet,neutral
8528,2022-08-20 15:19:55+00:00,Penemuan kasus pertama Cacar Monyet Monkeypox Indonesia yaitu Jakarta Ayoo jaga kesehatan,neutral
8529,2022-08-20 15:18:47+00:00,apalagi nih cacar monyet,neutral
8530,2022-08-20 15:17:44+00:00,Cacar monyet anjir juga nih kan desember mau geng geng,neutral
8533,2022-08-20 15:15:18+00:00,gaboong lbh takut cacar monyet drpada cov1d kemaren aagghh,neutral
8536,2022-08-20 15:11:45+00:00,Temen gue yang gak cacar aja tingkahnya kek monyet,neutral
8538,2022-08-20 15:10:14+00:00,Cacar air Cacar Api kena cacar Ajg tuh monyet,neutral
8539,2022-08-20 15:10:10+00:00,Astagfirullah yaAllah tkt iehhh cacar monyet blm pernah kena cacar lindungi hamba hamba kucing hamba yaAllah,neutral
8540,2022-08-20 15:10:01+00:00,Gara2 kasus cacar sekarang monyet ngga boleh pake topeng tapi masker,neutral
8541,2022-08-20 15:09:47+00:00,cacar monyet katanya dah ada jakarta cacar ibu cacar kau,neutral
8542,2022-08-20 15:08:58+00:00,jammer Itu cacar api dari bujangan udh Mao cacar monyet kek mao cacar kunyuk kek biasa ush dibikin heboh,neutral
8544,2022-08-20 15:07:59+00:00,cacar monyet udah ada obatnya belum sihh,neutral
8546,2022-08-20 15:05:50+00:00,emg cacar monyet bisa sembuh sendiri dalam bbrapa minggu Emg bener bang media terlalu melebih2kan,neutral
8550,2022-08-20 15:03:46+00:00,maenya aing rek diresign ken deui anj gara2 cacar monyet,neutral
8552,2022-08-20 15:03:23+00:00,Cacar monyet bisa sampe meninggal gasih,neutral
8553,2022-08-20 15:02:51+00:00,Kembali was was cacar monyet monmaap cacar alias cacar biasa aja lupa udah kena apa belum,neutral
8554,2022-08-20 15:02:19+00:00,cacar monyet bedanya cacar lain,neutral
8555,2022-08-20 15:01:14+00:00,Cacar monyet sudah ada masuk indonesia berdasarkan informasi terakhir cacar ini lebih rentan sama penderita HIV AIDS atau mereka melakukan hubungans seksual tdak sehat Jadi jgn namabah masalah Berhenti open2an atau FWB2an,neutral
8556,2022-08-20 14:59:36+00:00,Cacar monyet apakah ketika bulan purnama kan menjadi kera raksasa,neutral
8558,2022-08-20 14:59:26+00:00,Kok cacar monyet ngga numbuh monyet,neutral
8560,2022-08-20 14:58:58+00:00,lbh ngeri cacar ular atau cacar monyet,neutral
8561,2022-08-20 14:58:47+00:00,Apa cukup temen temen sperti monyet kenapa cacar juga harus cacar monyet,neutral
8562,2022-08-20 14:57:43+00:00,Asli aku jauh lebih takut sama cacar monyet daripada covid kemarin Kek aku tkt kulitku bopeng Cukuplah kemaren ada jerawat jangan ngadii ngadi lagi lah,neutral
8568,2022-08-20 14:56:27+00:00,Vaksin covid booster dan vaksin cacar monyet jangan lupa gais,neutral
8570,2022-08-20 14:55:58+00:00,Cacar monyet terdeteksi Jakarta confirmed Mbak Mas jaga kondisi jaga kesehatan,positive
8571,2022-08-20 14:55:33+00:00,cacar monyet apakah akan ada monyet monyet kecil kulit kita,neutral
8572,2022-08-20 14:55:29+00:00,Aku waktu kecil udah pernah kena cacar air apakah saya masih bisa kena cacar monyet pdhl saya bukan monyet,neutral
8573,2022-08-20 14:55:07+00:00,Tak kirokno iki siap2 arep gae dalgona polae wes fix enek seng positif cacar monyet ndek indo,neutral
8574,2022-08-20 14:52:37+00:00,Cacar monyet buat org yang kelakuan nya kayak monyet,neutral
8575,2022-08-20 14:52:24+00:00,gejala cacar monyet kui bang,neutral
8576,2022-08-20 14:50:52+00:00,Waduh kalo cacar monyet beda kayaknya merah2 beruntusan gitu aku juga ngalamin nih amit2 jangan sampe cacar monyet cacar biasa aja rasanya luar biasa,neutral
8578,2022-08-20 14:49:38+00:00,Cacar monyet Pacar kaya Monyet,neutral
8579,2022-08-20 14:48:52+00:00,Btw monkeypox atau cacar monyet ini udah ada vaksinnya,neutral
8582,2022-08-20 14:45:17+00:00,cara tau dia kena cacar monyet gmn,neutral
8587,2022-08-20 14:43:55+00:00,Jadi PCR itu untuk mendeteksi COVID PMK pada Hewan Ternak atau Cacar Monyet nih Hmmm,neutral
8588,2022-08-20 14:43:54+00:00,serem bgt cacar monyet tai,neutral
8589,2022-08-20 14:43:37+00:00,Bantu jawab bisa karna cacar kita kenal itu cacar air varicella beda sama cacar monyet monkeypox cacar monyet ini mirip sama cacar manusia smallpox mana virusnya pernah punah sehingga vaksinasinya brhenti 1980an jadi kita ini gada perlindungan samsek,neutral
8590,2022-08-20 14:43:23+00:00,Mau tanya dong ini cacar monyet penularannya gimana Ini tetangga melihara monyet kalau pagi suka gendong cucu sambil gendong monyet juga,neutral
8592,2022-08-20 14:41:51+00:00,habis pikir sama keluar negeri cuma buat healing2 sih buat kerjaan sih masih oke Tau2 masuk indo malah bawah virus mudah2an cacar monyet menyebar luas,neutral
8593,2022-08-20 14:41:15+00:00,Apalagi ini cacar monyet,neutral
8594,2022-08-20 14:41:04+00:00,Monkey pox masuk indo bikin parno masalahnya aing blm pernah cacar sekali seumur idup Sekalinya cacar jadi monyet,negative
8595,2022-08-20 14:40:49+00:00,Cacar monyet yaallah semoga semuanya ada dalam lindunganmu,neutral
8596,2022-08-20 14:40:42+00:00,Yang bikin khawatir cacar monyet itu kalo punya keloid anjeeerrr stress banget,neutral
8603,2022-08-20 14:36:32+00:00,mari kita putus rantai penyebaran cacar monyet dengan isekai teyvat,neutral
8605,2022-08-20 14:35:18+00:00,Gue takut banget cacar monyet huhu stay safe semua once again,positive
8607,2022-08-20 14:34:21+00:00,Cacar monyet ilang sendiri kok kayak gajiku bulan ini Alias lha kok wes bokek tanggal segini,neutral
8609,2022-08-20 14:33:24+00:00,Cacar monyet udah tiba Cukuplah cukup,neutral
8610,2022-08-20 14:33:22+00:00,orang jakarta kata semua mending ngungsi teyvat naik dvalin airline biar kagak nyebarin cacar monyet,neutral
8611,2022-08-20 14:33:17+00:00,Jangan sampe lahh nyebarr Bekas jerawat aja susah ngilangin sampe skrng bikin stress apalagi bekas cacar monyet huaa nauzubillah min dzalik,neutral
8612,2022-08-20 14:33:09+00:00,Jakarta udah ada kena cacar monyet semoga sembuh semoga ada tertular Tetep pake masker jaga kebersihan bawa hand sanitizer Monkeypox ini serem banget sih,neutral
8614,2022-08-20 14:31:47+00:00,apkh kemungkinan besar smt ini bkal online soalnya ada virus monkeypox cacar monyet,neutral
8616,2022-08-20 14:29:23+00:00,pls cacar monyet jangan kaya gini,neutral
8619,2022-08-20 14:27:22+00:00,n4n4 Itu diberita onlen bhs cacar monyet,neutral
8620,2022-08-20 14:27:08+00:00,Gue masih nyari info bener enggak ini cacar monyet cuma kena kaum gay,positive
8622,2022-08-20 14:26:02+00:00,tapi ada cacar monyet jir gmn,neutral
8623,2022-08-20 14:25:52+00:00,n4n4 Cacar Monyet,neutral
8624,2022-08-20 14:25:42+00:00,Ada lagi cacar monyet,neutral
8625,2022-08-20 14:24:20+00:00,jammer Jadi ada cacar monyet resmi dan tak resmi gimana,neutral
8626,2022-08-20 14:24:12+00:00,Cacar monyet itu yah hiks,neutral
8627,2022-08-20 14:24:02+00:00,hufft ada ada aja nih penyakit baru cacar monyet pliss udh mulai terbiasa dengan sekolah offline jgn bkn sekolah online lagi dong,neutral
8628,2022-08-20 14:22:48+00:00,Dan akhirnya cacar monyet masuk Indonesia,neutral
8629,2022-08-20 14:22:27+00:00,Cacar monyet kek apa udah nyari twt tapi merinding,neutral
8634,2022-08-20 14:20:54+00:00,Kalo cacar monyet udah mulai ada gini kayanya beneran gue dikamar ajalah anjrit Gamau burik takutnya beneran lahir batin,neutral
8638,2022-08-20 14:17:33+00:00,Kalo mantan kelakuannya kek monyet kira2 bisa kena cacar monyet juga,neutral
8639,2022-08-20 14:17:33+00:00,nama cacar dah kayak nama jambu ada monyet ada air,neutral
8640,2022-08-20 14:17:18+00:00,Maaf kak itu cacar monyet Anda kan buaya,neutral
8641,2022-08-20 14:16:43+00:00,Covid mereda cacar monyet muncul,neutral
8642,2022-08-20 14:16:04+00:00,Jambu Cacar Air amp Monyet,neutral
8645,2022-08-20 14:13:46+00:00,Ini kalo misalnya nyebar Kayak covid dulu dulu Berarti emang sengaja buat buat oleh pihak WHO nya Padahal cacar monyet cacar air dll udh ada dari dulu cuma besar besarkan beritanya skrg,neutral
8646,2022-08-20 14:13:40+00:00,Lanjutin Sehat sehat cuacanya aneh Atau gausah dtg aja sekalian cacar monyet dah masuk indo,neutral
8647,2022-08-20 14:13:36+00:00,BREKINGNYUS mengumumkan satu orang terkonfirmasi Cacar Monyet Berlokasi Jakarta Dungo dinungo rek,neutral
8649,2022-08-20 14:12:21+00:00,ada cacar monyet ada pacar kayak monyet ada ada aja,neutral
8651,2022-08-20 14:11:08+00:00,Katanya cacar monyet bisa sembuh sendiri Sekali lagi katanya,neutral
8652,2022-08-20 14:10:38+00:00,gak beres2 ada segala cacar monyet,neutral
8654,2022-08-20 14:09:51+00:00,Awas kena cacar monyet kau,neutral
8655,2022-08-20 14:08:53+00:00,dijamin ini virus Corona jamin ini virus cacar monyet jamin ini anti virus nya jamin ini vaksin nya,neutral
8657,2022-08-20 14:05:57+00:00,dikit dikit cacar monyet,neutral
8658,2022-08-20 14:05:30+00:00,terus ada bilang tar pas gedenya kena cacar minimal sekali seumur hidup gua sampe sekarang belom pernah dan jangan sampe kena cacar monyet wkwkw,negative
8663,2022-08-20 14:03:39+00:00,Amit2 jauhkan cacar monyet lingkungan hamba,neutral
8665,2022-08-20 14:03:14+00:00,Katanya rentan kena cacar monyet tuh yang lgbt sih,neutral
8671,2022-08-20 13:59:56+00:00,Kemungkinan itu diliat dari bintiknya trutama klo dlm wilayahnya udh ada kena juga Gejala brbeda antar pasien trgantung kondisi tubuh Selama ada komorbid atau komplikasi biasanya pengobatan cacar air cacar monyet cacar lainnya adalh sama pereda nyeri,neutral
8674,2022-08-20 13:57:04+00:00,Monyet kan berbulu kena cacar santuy aja keliatan,neutral
8675,2022-08-20 13:56:47+00:00,Malam minggu dan Monyet sudah punya pasangan Tadi barusan baca artikel Ada cacar monyet,neutral
8679,2022-08-20 13:55:47+00:00,Baru ngekost hari pertama buka twitter isinya cacar monyet,neutral
8684,2022-08-20 13:53:32+00:00,Gua dlu ngrasain cacar air aja enk bgt cacar monyet gmn amit2 sgera isolasi deh pls jan nybar,neutral
8685,2022-08-20 13:52:43+00:00,Indonesia temukan kasus pertama Cacar Monyet Jakarta Semoga tidak menyebar kemana mana karena ini sangat menular,neutral
8687,2022-08-20 13:51:51+00:00,Cacar monyet ramainya luar negeri habis dari manakah dia disebutin,neutral
8691,2022-08-20 13:49:48+00:00,Allah Dulu flu burung flu babi skrg cacar monyet,neutral
8692,2022-08-20 13:49:36+00:00,kata WHO bukan karena LGBT pennyebaran cacar monyet tapi karena dekat mangkanya saran aja coba jangan cuma dekat tapi jadian mungkinkah cacar monyet tidak menyebar,neutral
8695,2022-08-20 13:48:10+00:00,Booster acan ieu ges aya cacar monyet,neutral
8700,2022-08-20 13:46:35+00:00,Apalagi sih ini cacar monyet cacar monyet cacar kontol,neutral
8702,2022-08-20 13:45:36+00:00,baru kemarin bahas cacar monyet tempat pkl hari ini udah ada kejadian stay safe yaa moots,positive
8703,2022-08-20 13:45:18+00:00,duhhh dapat darimana sih itu cacar monyet cepat sembuh deh semoga cuma ini aja dan tidak pernah ada lagi,negative
8709,2022-08-20 13:43:23+00:00,awalnya gimana dah bisa dinamain cacar monyet,neutral
8712,2022-08-20 13:42:52+00:00,AAAA CACAR MONYET DAH MASUKKK GAMAU KETEMU MANUSIA DULUUU,neutral
8715,2022-08-20 13:40:35+00:00,Agustus 2022 oke siap ada kasus pertama cacar monyet pertama Indonesia fyuhh here again,neutral
8717,2022-08-20 13:39:58+00:00,Sebentar lagi semoga tidak Kita engga bakal kena cacar monyet karena sering makan nasi kucing Cacar monyet bisa dicegah dengan eucalyptus,neutral
8718,2022-08-20 13:39:53+00:00,Ini namanya pacar monyet bukan cacar monyet,neutral
8720,2022-08-20 13:37:49+00:00,Namanya aja cacar monyet bukannya utk monyet,neutral
8721,2022-08-20 13:37:27+00:00,Semoga aja sih cacar monyet ngaruh lockdown kek dulu Allah Tapi takut juga aing,neutral
8722,2022-08-20 13:37:18+00:00,Bkan virus Tapi cacar monyet itu,neutral
8724,2022-08-20 13:36:17+00:00,kalau cacar monyet bikin wisuda online awas aja,neutral
8725,2022-08-20 13:36:03+00:00,Awal corona pada anggap remeh lalu bilang makan nasi kucing cuaca tropis dll Lalu wabah PMK malah pejabatnya sibuk ngurus rendang babi Ini sudah ada pasien cacar monyet entah bakal kek mana lagi responnya Sungguh lelah melihat para pejabrut vanuatu,neutral
8728,2022-08-20 13:33:53+00:00,Udah ada kasus cacar monyet Indonesia Semoga pemerintah tidak kecolongan lagi,neutral
8729,2022-08-20 13:33:15+00:00,Wait Anak aku kan gak ada demam cuman ngilu dan nyeri saja sekitar cacarnya Terus gak ada bengak kelejar getah bening Tapi bilang cacar monyet,neutral
8739,2022-08-20 13:29:22+00:00,Lah kemaren kasus Jateng itu nggak jadi cacar monyet,neutral
8743,2022-08-20 13:28:13+00:00,Ooo jadi mereka tuh sakit cacar monyet,neutral
8744,2022-08-20 13:27:23+00:00,cacar monyet apaan asu,neutral
8745,2022-08-20 13:27:01+00:00,sumpah gamasah kalo kena covid kalo cacar monyet amit2 dakkh,neutral
8746,2022-08-20 13:27:00+00:00,Monkeypox itu cacar monyet piw dia tuh sejenis penyakit cacar gitu tapi asalnya dari monyet Gejalanya tuh demam nyeri punggung badan panas dingin trus ada cacar bagian tempat getah bening gitu kek leher ketiak Penyebarannya lewat cairan tubuh bisa,neutral
8748,2022-08-20 13:26:33+00:00,Agustus tadi malam hasil tes PCR mengonfirmasi adanya virus cacar monyet,neutral
8750,2022-08-20 13:26:06+00:00,Ngakune cacar monyet dadakno kadasen,neutral
8752,2022-08-20 13:24:20+00:00,Stay safe guys berita udh ada kasus cacar monyet pertama Jakarta,positive
8754,2022-08-20 13:23:41+00:00,dok cacar monyet tuh kyk gimana Klo kena cacar monyet bakal monyet kan,neutral
8756,2022-08-20 13:22:18+00:00,Baru baru ini lagi ada kasus penyakit baru yaitu cacar monyet Untuk mengetahui lebih jelas tentang penyakit ini simak penjelasannya dalam postingan ini semoga bermanfaat,neutral
8757,2022-08-20 13:21:31+00:00,Agak lain cacar monyet ini busyu,neutral
8759,2022-08-20 13:21:10+00:00,udah ada kasus cacar monyet disini jadi jangan ngewe bebas dulu,neutral
8760,2022-08-20 13:21:01+00:00,Sdngkan cacar air model mcm monyet Ini Semakin dekat2 byk acara konser semakin adaa terus juga virus2 baru muncul,neutral
8761,2022-08-20 13:20:44+00:00,setelah gagal hepatitis buat lebih pdhl cacar monyet udh ada dari dulu vaksin pake masker jaga jarak sekolah kuliah online tempat usaha dan tempat wisata batasi waktunya wkwkwk Udah tebak Basi,neutral
8762,2022-08-20 13:20:30+00:00,Duilah cacar monyet,neutral
8764,2022-08-20 13:18:32+00:00,Plis cacar monyet jangan sampeeee jadi outbreak,neutral
8765,2022-08-20 13:18:05+00:00,astagfirullah allah udh coronce ini cacar MONYET allahuakbar,neutral
8767,2022-08-20 13:17:28+00:00,depok kah lalu duta cacar MONYET minum jamu lalu kita mulai menghitung2 nyawa wkwk manusia pernah selugu itu,neutral
8768,2022-08-20 13:17:25+00:00,Woee wkwk Btw cacar monyet ngeri,neutral
8769,2022-08-20 13:17:01+00:00,engga jadi bukan cacar monyet ternyata,neutral
